Unnamed: 0	ld_carboxypeptidase-unclustered	ld_carboxypeptidase-mmseqs_cluster	ld_carboxypeptidase-foldseek_cluster
6953	A0A662CAS4	A0A1W9T5F6	A0A7X7FE45
6954	A0A974MGG4	A0A6G5QP90	A0A1T2X4Q9
6955	A0A6G5QP90	A0A6G5QP90	A0A1T2X4Q9
6956	A0A222MVG4	A0A6G5QP90	A0A1T2X4Q9
6957	A0A1W1X1Z4	A0A6G5QP90	A0A1T2X4Q9
6958	A0A1W6BX53	A0A6G5QP90	A0A1T2X4Q9
6959	A0A0A8GY48	A0A6G5QP90	A0A1T2X4Q9
6960	A0A0A8H275	A0A6G5QP90	A0A1T2X4Q9
6961	A0A0A8HAY9	A0A6G5QP90	A0A1T2X4Q9
6962	A0A0A8HWB9	A0A6G5QP90	A0A1T2X4Q9
6963	A0A975J0A0	A0A975J0A0	
6964	B8FC74	B8FC74	A0A3E3E572
6965	UPI0004076AB9	B8FC74	A0A3E3E572
6966	D9Y7Z3	D9Y7Z3	A0A3E3E572
6967	A0A1C7HFE2	D9Y7Z3	A0A3E3E572
6968	A0A6L6YKT0	D9Y7Z3	A0A3E3E572
6969	A0A350CYT6	D9Y7Z3	A0A3E3E572
6970	A0A6I3S0H1	D9Y7Z3	A0A3E3E572
6971	UPI00203BA37C	D9Y7Z3	A0A3E3E572
6972	UPI00203A54C5	D9Y7Z3	A0A3E3E572
6973	A0A7C4KR44	A0A7C4KR44	A0A2G9C8B6
6974	A0A7C5S675	A0A7C5S675	A0A6A0IMM5
6975	A0A7V5VUA3	A0A7C5S675	A0A6A0IMM5
6976	A0A7J9VWG0	A0A7J9VWG0	A0A6A0IMM5
6977	A0A8T9XCN3	A0A7J9VWG0	A0A6A0IMM5
6978	A0A7J9Y0T3	A0A7J9VWG0	A0A6A0IMM5
6979	A0A895YMA3	A0A7J9VWG0	A0A6A0IMM5
6980	UPI0019416F5A	A0A7J9VWG0	A0A6A0IMM5
6981	UPI001EF222D2	A0A7J9VWG0	A0A6A0IMM5
6982	UPI001EF258FD	A0A7J9VWG0	A0A6A0IMM5
6983	R4LKE4	A0A7J9VWG0	A0A6A0IMM5
6984	UPI001CD9216F	A0A7J9VWG0	A0A6A0IMM5
6985	UPI001A62BA29	A0A7J9VWG0	A0A6A0IMM5
6986	A0A101JIP5	A0A7J9VWG0	A0A6A0IMM5
6987	A0A1Q7C4F4	A0A7J9VWG0	A0A6A0IMM5
6988	UPI001BCAC33D	A0A7J9VWG0	A0A6A0IMM5
6989	A0A538N2Y6	A0A7J9VWG0	A0A6A0IMM5
6990	UPI001C5539D2	A0A7J9VWG0	A0A6A0IMM5
6991	A0A5D0V536	A0A7J9VWG0	A0A6A0IMM5
6992	F4F2W3	A0A7J9VWG0	A0A6A0IMM5
6993	UPI0007DB01C0	A0A7J9VWG0	A0A6A0IMM5
6994	UPI001EF896FB	A0A7J9VWG0	A0A6A0IMM5
6995	UPI002107038B	A0A7J9VWG0	A0A6A0IMM5
6996	A0A3B0A750	A0A7J9VWG0	A0A6A0IMM5
6997	A0A4R4QLQ5	A0A7J9VWG0	A0A6A0IMM5
6998	UPI000F4A203A	A0A7J9VWG0	A0A6A0IMM5
6999	UPI001950091D	A0A7J9VWG0	A0A6A0IMM5
7000	UPI001B398510	A0A7J9VWG0	A0A6A0IMM5
7001	UPI001EE986F9	A0A7J9VWG0	A0A6A0IMM5
7002	UPI0021152539	A0A7J9VWG0	A0A6A0IMM5
7003	A0A246RKJ3	A0A7J9VWG0	A0A6A0IMM5
7004	A0A2W2DA19	A0A7J9VWG0	A0A6A0IMM5
7005	UPI0004C3DE40	A0A7J9VWG0	A0A6A0IMM5
7006	UPI000DC02091	A0A7J9VWG0	A0A6A0IMM5
7007	UPI001FFD119C	A0A7J9VWG0	A0A6A0IMM5
7008	A0A2W2E8X5	A0A7J9VWG0	A0A6A0IMM5
7009	A0A3M9KBX8	A0A7J9VWG0	A0A6A0IMM5
7010	A0A7D5Y8D3	A0A7J9VWG0	A0A6A0IMM5
7011	A0A7H8XWN5	A0A7J9VWG0	A0A6A0IMM5
7012	UPI000DC1FA81	A0A7J9VWG0	A0A6A0IMM5
7013	UPI001CA741DE	A0A7J9VWG0	A0A6A0IMM5
7014	A0A4R4QZK2	A0A7J9VWG0	A0A6A0IMM5
7015	UPI001FCB1A86	A0A7J9VWG0	A0A6A0IMM5
7016	UPI00210747A0	A0A7J9VWG0	A0A6A0IMM5
7017	A0A1S8XQA3	A0A7J9VWG0	A0A6A0IMM5
7018	UPI000481CD18	A0A7J9VWG0	A0A6A0IMM5
7019	UPI000B876E0C	A0A7J9VWG0	A0A6A0IMM5
7020	UPI000D15C6FB	A0A7J9VWG0	A0A6A0IMM5
7021	UPI000E30B248	A0A7J9VWG0	A0A6A0IMM5
7022	UPI001941F69D	A0A7J9VWG0	A0A6A0IMM5
7023	UPI001C54479E	A0A7J9VWG0	A0A6A0IMM5
7024	A0A4R4SCM0	A0A7J9VWG0	A0A6A0IMM5
7025	UPI000B0C0AAD	A0A7J9VWG0	A0A6A0IMM5
7026	UPI001C549049	A0A7J9VWG0	A0A6A0IMM5
7027	UPI001C8648B8	A0A7J9VWG0	A0A6A0IMM5
7028	A0A3L7AXQ9	A0A7J9VWG0	A0A6A0IMM5
7029	A0A3N9XXV5	A0A7J9VWG0	A0A6A0IMM5
7030	UPI000364757E	A0A7J9VWG0	A0A6A0IMM5
7031	UPI00197C4CF2	A0A7J9VWG0	A0A6A0IMM5
7032	UPI001E2835BE	A0A7J9VWG0	A0A6A0IMM5
7033	A0A318NFI1	A0A7J9VWG0	A0A6A0IMM5
7034	A0A3L7BGX2	A0A7J9VWG0	A0A6A0IMM5
7035	A0A7J5C8Z5	A0A7J9VWG0	A0A6A0IMM5
7036	UPI00035C726E	A0A7J9VWG0	A0A6A0IMM5
7037	UPI000B5AC95B	A0A7J9VWG0	A0A6A0IMM5
7038	UPI00191BCE75	A0A7J9VWG0	A0A6A0IMM5
7039	UPI001FFD3341	A0A7J9VWG0	A0A6A0IMM5
7040	A0A4R0G4N7	A0A7J9VWG0	A0A6A0IMM5
7041	A0A4R4UCT8	A0A7J9VWG0	A0A6A0IMM5
7042	UPI00035C9C1D	A0A7J9VWG0	A0A6A0IMM5
7043	UPI000DC3A063	A0A7J9VWG0	A0A6A0IMM5
7044	UPI001E5FAC79	A0A7J9VWG0	A0A6A0IMM5
7045	UPI001FFD47CC	A0A7J9VWG0	A0A6A0IMM5
7046	A0A372FZ74	A0A7J9VWG0	A0A6A0IMM5
7047	A0A386WCZ8	A0A7J9VWG0	A0A6A0IMM5
7048	UPI000475B50D	A0A7J9VWG0	A0A6A0IMM5
7049	UPI00146F1591	A0A7J9VWG0	A0A6A0IMM5
7050	UPI0017F98BBD	A0A7J9VWG0	A0A6A0IMM5
7051	UPI001C867D5C	A0A7J9VWG0	A0A6A0IMM5
7052	UPI002101E446	A0A7J9VWG0	A0A6A0IMM5
7053	UPI0021C7BC91	A0A7J9VWG0	A0A6A0IMM5
7054	A0A317CRL0	A0A7J9VWG0	A0A6A0IMM5
7055	A0A6N7GSA3	A0A7J9VWG0	A0A6A0IMM5
7056	A0A7H8KKL1	A0A7J9VWG0	A0A6A0IMM5
7057	UPI00037B888B	A0A7J9VWG0	A0A6A0IMM5
7058	UPI000DC3E489	A0A7J9VWG0	A0A6A0IMM5
7059	UPI0019428E48	A0A7J9VWG0	A0A6A0IMM5
7060	A0A7Z0NP00	A0A7J9VWG0	A0A6A0IMM5
7061	UPI000365248A	A0A7J9VWG0	A0A6A0IMM5
7062	UPI001FFC45CA	A0A7J9VWG0	A0A6A0IMM5
7063	UPI001FFD52B8	A0A7J9VWG0	A0A6A0IMM5
7064	UPI0020202638	A0A7J9VWG0	A0A6A0IMM5
7065	A0A418MV03	A0A7J9VWG0	A0A6A0IMM5
7066	A0A6M1LB53	A0A7J9VWG0	A0A6A0IMM5
7067	A0A7K1H7W6	A0A7J9VWG0	A0A6A0IMM5
7068	UPI000C88EE55	A0A7J9VWG0	A0A6A0IMM5
7069	UPI000CE4722E	A0A7J9VWG0	A0A6A0IMM5
7070	UPI001EE7F664	A0A7J9VWG0	A0A6A0IMM5
7071	UPI001FFD537D	A0A7J9VWG0	A0A6A0IMM5
7072	UPI0021124477	A0A7J9VWG0	A0A6A0IMM5
7073	A0A248YVY0	A0A7J9VWG0	A0A6A0IMM5
7074	UPI0005A21A96	A0A7J9VWG0	A0A6A0IMM5
7075	UPI0012D38D0D	A0A7J9VWG0	A0A6A0IMM5
7076	UPI00194E5CE5	A0A7J9VWG0	A0A6A0IMM5
7077	UPI001E43F823	A0A7J9VWG0	A0A6A0IMM5
7078	A0A317DRS7	A0A7J9VWG0	A0A6A0IMM5
7079	A0A505H8C8	A0A7J9VWG0	A0A6A0IMM5
7080	D9T7E8	A0A7J9VWG0	A0A6A0IMM5
7081	UPI000DC52748	A0A7J9VWG0	A0A6A0IMM5
7082	UPI00157C5FE9	A0A7J9VWG0	A0A6A0IMM5
7083	UPI001CA38F2D	A0A7J9VWG0	A0A6A0IMM5
7084	A0A136PU73	A0A7J9VWG0	A0A6A0IMM5
7085	A0A2D1IHL1	A0A7J9VWG0	A0A6A0IMM5
7086	A0A420F5U8	A0A7J9VWG0	A0A6A0IMM5
7087	A0A6N3KAK2	A0A7J9VWG0	A0A6A0IMM5
7088	UPI0012D41B32	A0A7J9VWG0	A0A6A0IMM5
7089	UPI00194ECBD4	A0A7J9VWG0	A0A6A0IMM5
7090	UPI001E36C19D	A0A7J9VWG0	A0A6A0IMM5
7091	UPI0021131B0A	A0A7J9VWG0	A0A6A0IMM5
7092	UPI001932B384	A0A7J9VWG0	A0A6A0IMM5
7093	UPI00223039EB	A0A7J9VWG0	A0A6A0IMM5
7094	A0A5D0MY33	A0A7J9VWG0	A0A6A0IMM5
7095	A0A6I5UGN0	A0A7J9VWG0	A0A6A0IMM5
7096	UPI001E2B3375	A0A7J9VWG0	A0A6A0IMM5
7097	UPI001E4FEE5A	A0A7J9VWG0	A0A6A0IMM5
7098	UPI001EE3DC61	A0A7J9VWG0	A0A6A0IMM5
7099	UPI001F423392	A0A7J9VWG0	A0A6A0IMM5
7100	A0A3N2P9L7	A0A7J9VWG0	A0A6A0IMM5
7101	UPI001E447EAA	A0A7J9VWG0	A0A6A0IMM5
7102	UPI001FFC95DF	A0A7J9VWG0	A0A6A0IMM5
7103	A0A7L6B5C6	A0A7J9VWG0	A0A6A0IMM5
7104	UPI0003771CDC	A0A7J9VWG0	A0A6A0IMM5
7105	UPI00039DAA6B	A0A7J9VWG0	A0A6A0IMM5
7106	UPI00118344A1	A0A7J9VWG0	A0A6A0IMM5
7107	UPI00194F0463	A0A7J9VWG0	A0A6A0IMM5
7108	UPI001FD72B88	A0A7J9VWG0	A0A6A0IMM5
7109	UPI002237D253	A0A7J9VWG0	A0A6A0IMM5
7110	UPI000B7779BE	A0A7J9VWG0	A0A6A0IMM5
7111	UPI00157E0485	A0A7J9VWG0	A0A6A0IMM5
7112	UPI001C83D455	A0A7J9VWG0	A0A6A0IMM5
7113	UPI001CEEFB15	A0A7J9VWG0	A0A6A0IMM5
7114	UPI001FFCA114	A0A7J9VWG0	A0A6A0IMM5
7115	UPI002102DBF8	A0A7J9VWG0	A0A6A0IMM5
7116	A0A2R4FPR7	A0A7J9VWG0	A0A6A0IMM5
7117	UPI001EF52638	A0A7J9VWG0	A0A6A0IMM5
7118	UPI001F60BDB2	A0A7J9VWG0	A0A6A0IMM5
7119	A0A4R4L5Y6	A0A7J9VWG0	A0A6A0IMM5
7120	A0A6I5WC09	A0A7J9VWG0	A0A6A0IMM5
7121	A8LZ22	A0A7J9VWG0	A0A6A0IMM5
7122	UPI00037E6BDC	A0A7J9VWG0	A0A6A0IMM5
7123	UPI0019412D42	A0A7J9VWG0	A0A6A0IMM5
7124	UPI001FD7607B	A0A7J9VWG0	A0A6A0IMM5
7125	A0A4R4L8I9	A0A7J9VWG0	A0A6A0IMM5
7126	UPI000B853A90	A0A7J9VWG0	A0A6A0IMM5
7127	UPI000D6FDC3B	A0A7J9VWG0	A0A6A0IMM5
7128	UPI001E588A5B	A0A7J9VWG0	A0A6A0IMM5
7129	UPI001EE89862	A0A7J9VWG0	A0A6A0IMM5
7130	UPI001FFCCA44	A0A7J9VWG0	A0A6A0IMM5
7131	UPI00202E7B12	A0A7J9VWG0	A0A6A0IMM5
7132	UPI0020C7C14B	A0A7J9VWG0	A0A6A0IMM5
7133	A0A2T3VBF7	A0A7J9VWG0	A0A6A0IMM5
7134	UPI0004C295C4	A0A7J9VWG0	A0A6A0IMM5
7135	UPI000EB15E11	A0A7J9VWG0	A0A6A0IMM5
7136	UPI0021A7753C	A0A7J9VWG0	A0A6A0IMM5
7137	A0A1Q5C278	A0A7J9VWG0	A0A6A0IMM5
7138	A0A317KIJ0	A0A7J9VWG0	A0A6A0IMM5
7139	UPI001FC92EE6	A0A7J9VWG0	A0A6A0IMM5
7140	UPI0020B1EC75	A0A7J9VWG0	A0A6A0IMM5
7141	A0A317KSR3	A0A7J9VWG0	A0A6A0IMM5
7142	A0A3A9YCE4	A0A7J9VWG0	A0A6A0IMM5
7143	UPI00041AD324	A0A7J9VWG0	A0A6A0IMM5
7144	UPI0004C2C8D8	A0A7J9VWG0	A0A6A0IMM5
7145	UPI00166D595D	A0A7J9VWG0	A0A6A0IMM5
7146	UPI001EE8E996	A0A7J9VWG0	A0A6A0IMM5
7147	UPI001FFCDEE9	A0A7J9VWG0	A0A6A0IMM5
7148	UPI0021032CEB	A0A7J9VWG0	A0A6A0IMM5
7149	UPI00225681D5	A0A7J9VWG0	A0A6A0IMM5
7150	UPI0002D5B7B8	A0A7J9VWG0	A0A6A0IMM5
7151	UPI000B85AA05	A0A7J9VWG0	A0A6A0IMM5
7152	UPI000DE8F5E8	A0A7J9VWG0	A0A6A0IMM5
7153	UPI001EE8EB02	A0A7J9VWG0	A0A6A0IMM5
7154	A0A518WL16	A0A7J9VWG0	A0A6A0IMM5
7155	A4XA31	A0A7J9VWG0	A0A6A0IMM5
7156	UPI0019448E3E	A0A7J9VWG0	A0A6A0IMM5
7157	UPI00225195B8	A0A7J9VWG0	A0A6A0IMM5
7158	A0A2W2CQA1	A0A7J9VWG0	A0A6A0IMM5
7159	A0A3A9ZRM8	A0A7J9VWG0	A0A6A0IMM5
7160	A0A7K3WYL7	A0A7J9VWG0	A0A6A0IMM5
7161	UPI00083D3708	A0A7J9VWG0	A0A6A0IMM5
7162	UPI0008D9FC7F	A0A7J9VWG0	A0A6A0IMM5
7163	UPI000DBFDE99	A0A7J9VWG0	A0A6A0IMM5
7164	UPI000EF5B5A8	A0A7J9VWG0	A0A6A0IMM5
7165	UPI001C885F88	A0A7J9VWG0	A0A6A0IMM5
7166	UPI001E539696	A0A7J9VWG0	A0A6A0IMM5
7167	A0A4R4QNT9	A0A7J9VWG0	A0A6A0IMM5
7168	UPI000FDB557E	A0A7J9VWG0	A0A6A0IMM5
7169	UPI001953D397	A0A7J9VWG0	A0A6A0IMM5
7170	UPI001ABC81E9	A0A7J9VWG0	A0A6A0IMM5
7171	UPI001C67C0E1	A0A7J9VWG0	A0A6A0IMM5
7172	UPI001CB7332E	A0A7J9VWG0	A0A6A0IMM5
7173	UPI0022371478	A0A7J9VWG0	A0A6A0IMM5
7174	UPI001C2F9987	A0A7J9VWG0	A0A6A0IMM5
7175	A0A0A8E9C4	A0A7J9VWG0	A0A6A0IMM5
7176	UPI0004C73AB2	A0A7J9VWG0	A0A6A0IMM5
7177	UPI0005806F69	A0A7J9VWG0	A0A6A0IMM5
7178	UPI001F6154F3	A0A7J9VWG0	A0A6A0IMM5
7179	A0A1V0TLE3	A0A7J9VWG0	A0A6A0IMM5
7180	A0A0F7NB80	A0A7J9VWG0	A0A6A0IMM5
7181	UPI0004C762D5	A0A7J9VWG0	A0A6A0IMM5
7182	A0A345XTP1	A0A7J9VWG0	A0A6A0IMM5
7183	A0A7X1I819	A0A7J9VWG0	A0A6A0IMM5
7184	UPI00167B2F42	A0A7J9VWG0	A0A6A0IMM5
7185	UPI0019126030	A0A7J9VWG0	A0A6A0IMM5
7186	A0A176L5P2	A0A7J9VWG0	A0A6A0IMM5
7187	UPI0015EF4BFD	A0A7J9VWG0	A0A6A0IMM5
7188	UPI00190C5A15	A0A7J9VWG0	A0A6A0IMM5
7189	UPI001F178DEF	A0A7J9VWG0	A0A6A0IMM5
7190	UPI001FE6839A	A0A7J9VWG0	A0A6A0IMM5
7191	UPI0021C5F0CA	A0A7J9VWG0	A0A6A0IMM5
7192	UPI00166FF864	A0A7J9VWG0	A0A6A0IMM5
7193	UPI001FA7234E	A0A7J9VWG0	A0A6A0IMM5
7194	A0A1B1B4G4	A0A7J9VWG0	A0A6A0IMM5
7195	A0A4Z1CX91	A0A7J9VWG0	A0A6A0IMM5
7196	UPI001E2E635F	A0A7J9VWG0	A0A6A0IMM5
7197	A0A6I6WAN4	A0A7J9VWG0	A0A6A0IMM5
7198	UPI001F3AB017	A0A7J9VWG0	A0A6A0IMM5
7199	UPI002255C5BC	A0A7J9VWG0	A0A6A0IMM5
7200	A0A926PZC3	A0A7J9VWG0	A0A6A0IMM5
7201	UPI0011F30A87	A0A7J9VWG0	A0A6A0IMM5
7202	UPI001F1B5C8A	A0A7J9VWG0	A0A6A0IMM5
7203	A0A1W7D112	A0A7J9VWG0	A0A6A0IMM5
7204	A0A1R0LDN4	A0A7J9VWG0	A0A6A0IMM5
7205	UPI0006E41B51	A0A7J9VWG0	A0A6A0IMM5
7206	UPI001606891C	A0A7J9VWG0	A0A6A0IMM5
7207	UPI00178A2CDF	A0A7J9VWG0	A0A6A0IMM5
7208	D3PUP4	A0A7J9VWG0	A0A6A0IMM5
7209	D3Q8V9	A0A7J9VWG0	A0A6A0IMM5
7210	UPI001EE7A734	A0A7J9VWG0	A0A6A0IMM5
7211	A0A3A9ZYF0	A0A7J9VWG0	A0A6A0IMM5
7212	UPI000DBFF587	A0A7J9VWG0	A0A6A0IMM5
7213	UPI0021ABDCC2	A0A7J9VWG0	A0A6A0IMM5
7214	UPI00207CF50D	A0A7J9VWG0	A0A6A0IMM5
7215	UPI001F2ACF56	A0A7J9VWG0	A0A6A0IMM5
7216	UPI0021AC07B8	A0A7J9VWG0	A0A6A0IMM5
7217	A0A3N9X5J4	A0A7J9VWG0	A0A6A0IMM5
7218	UPI0021A2EB62	A0A7J9VWG0	A0A6A0IMM5
7219	A0A428X527	A0A7J9VWG0	A0A6A0IMM5
7220	A0A3N9XH47	A0A7J9VWG0	A0A6A0IMM5
7221	UPI00059EE1A7	A0A7J9VWG0	A0A6A0IMM5
7222	UPI001FFD2BFE	A0A7J9VWG0	A0A6A0IMM5
7223	UPI0021ACEA5B	A0A7J9VWG0	A0A6A0IMM5
7224	UPI001B3711A1	A0A7J9VWG0	A0A6A0IMM5
7225	A0A318NG66	A0A7J9VWG0	A0A6A0IMM5
7226	A0A3L7BTA8	A0A7J9VWG0	A0A6A0IMM5
7227	UPI001E33AF2D	A0A7J9VWG0	A0A6A0IMM5
7228	UPI001EE7A9E3	A0A7J9VWG0	A0A6A0IMM5
7229	UPI001B373C16	A0A7J9VWG0	A0A6A0IMM5
7230	A0A317DFT6	A0A7J9VWG0	A0A6A0IMM5
7231	A0A3L7BYK9	A0A7J9VWG0	A0A6A0IMM5
7232	UPI001EE7BE4C	A0A7J9VWG0	A0A6A0IMM5
7233	UPI001A3213F9	A0A7J9VWG0	A0A6A0IMM5
7234	UPI0014715C7E	A0A7J9VWG0	A0A6A0IMM5
7235	UPI001B37A71A	A0A7J9VWG0	A0A6A0IMM5
7236	UPI001EE81204	A0A7J9VWG0	A0A6A0IMM5
7237	A0A2W4K0V6	A0A7J9VWG0	A0A6A0IMM5
7238	UPI000DC56FC3	A0A7J9VWG0	A0A6A0IMM5
7239	UPI001EE83C07	A0A7J9VWG0	A0A6A0IMM5
7240	UPI001A5445CC	A0A7J9VWG0	A0A6A0IMM5
7241	UPI001E37EF13	A0A7J9VWG0	A0A6A0IMM5
7242	UPI001FD77FFE	A0A7J9VWG0	A0A6A0IMM5
7243	UPI001DEE05EA	A0A7J9VWG0	A0A6A0IMM5
7244	UPI001F434DB7	A0A7J9VWG0	A0A6A0IMM5
7245	UPI001EE8EB53	A0A7J9VWG0	A0A6A0IMM5
7246	U5W2C8	A0A7J9VWG0	A0A6A0IMM5
7247	UPI0019419B6D	A0A7J9VWG0	A0A6A0IMM5
7248	UPI0019447F8A	A0A7J9VWG0	A0A6A0IMM5
7249	UPI001FE902DD	A0A7J9VWG0	A0A6A0IMM5
7250	UPI0021C2E12E	A0A7J9VWG0	A0A6A0IMM5
7251	UPI001EF276C0	A0A7J9VWG0	A0A6A0IMM5
7252	A0A0D7CI32	A0A7J9VWG0	A0A6A0IMM5
7253	UPI001F2BEE1C	A0A7J9VWG0	A0A6A0IMM5
7254	UPI001C4D6BDC	A0A7J9VWG0	A0A6A0IMM5
7255	UPI0004DFC215	A0A7J9VWG0	A0A6A0IMM5
7256	UPI00069399F5	A0A7J9VWG0	A0A6A0IMM5
7257	UPI001FE404EA	A0A7J9VWG0	A0A6A0IMM5
7258	UPI000A10CC84	A0A7J9VWG0	A0A6A0IMM5
7259	UPI0003F83D99	A0A7J9VWG0	A0A6A0IMM5
7260	A0A2W4IT42	A0A7J9VWG0	A0A6A0IMM5
7261	UPI000426F2E6	A0A7J9VWG0	A0A6A0IMM5
7262	UPI001FE71BD7	A0A7J9VWG0	A0A6A0IMM5
7263	UPI001EF1D95D	A0A7J9VWG0	A0A6A0IMM5
7264	UPI0009EB06DC	A0A7J9VWG0	A0A6A0IMM5
7265	UPI0019403B72	A0A7J9VWG0	A0A6A0IMM5
7266	UPI0005F2C888	A0A7J9VWG0	A0A6A0IMM5
7267	UPI000A67895C	A0A7J9VWG0	A0A6A0IMM5
7268	A0A951N9Q6	A0A7J9VWG0	A0A6A0IMM5
7269	UPI0021068DDD	A0A7J9VWG0	A0A6A0IMM5
7270	UPI001E3D7A79	A0A7J9VWG0	A0A6A0IMM5
7271	UPI0021FB2AF6	A0A7J9VWG0	A0A6A0IMM5
7272	A0A2T0UI93	A0A7J9VWG0	A0A6A0IMM5
7273	UPI001ABC466A	A0A7J9VWG0	A0A6A0IMM5
7274	A0A6L5GG24	A0A7J9VWG0	A0A6A0IMM5
7275	A0A426V0F7	A0A7J9VWG0	A0A6A0IMM5
7276	UPI000DD49501	A0A7J9VWG0	A0A6A0IMM5
7277	UPI00196347A3	A0A7J9VWG0	A0A6A0IMM5
7278	A0A329R1L7	A0A7J9VWG0	A0A6A0IMM5
7279	UPI000E57FD63	A0A7J9VWG0	A0A6A0IMM5
7280	C6W878	A0A7J9VWG0	A0A6A0IMM5
7281	A0A4R5EJB3	A0A7J9VWG0	A0A6A0IMM5
7282	A0A1B2HH52	A0A7J9VWG0	A0A6A0IMM5
7283	UPI0004C4207C	A0A7J9VWG0	A0A6A0IMM5
7284	UPI001F38E645	A0A7J9VWG0	A0A6A0IMM5
7285	UPI000B88C21A	A0A7J9VWG0	A0A6A0IMM5
7286	A0A845J7D1	A0A7J9VWG0	A0A6A0IMM5
7287	A0A7W3Z9Q0	A0A7J9VWG0	A0A6A0IMM5
7288	UPI00143BBD70	A0A7J9VWG0	A0A6A0IMM5
7289	UPI001EFEF9F6	A0A7J9VWG0	A0A6A0IMM5
7290	UPI001ABEF95E	A0A7J9VWG0	A0A6A0IMM5
7291	UPI001F1E0D16	A0A7J9VWG0	A0A6A0IMM5
7292	UPI00196B1150	A0A7J9VWG0	A0A6A0IMM5
7293	UPI001FE81374	A0A7J9VWG0	A0A6A0IMM5
7294	UPI00192705F9	A0A7J9VWG0	A0A6A0IMM5
7295	A0A8I1TC45	A0A7J9VWG0	A0A6A0IMM5
7296	UPI001FD91410	A0A7J9VWG0	A0A6A0IMM5
7297	A0A6B2TZ73	A0A7J9VWG0	A0A6A0IMM5
7298	A0A6L9S1C1	A0A7J9VWG0	A0A6A0IMM5
7299	A0A6N9YQA0	A0A7J9VWG0	A0A6A0IMM5
7300	UPI00101BB048	A0A7J9VWG0	A0A6A0IMM5
7301	UPI000B812B31	A0A7J9VWG0	A0A6A0IMM5
7302	A0A1T3NP88	A0A7J9VWG0	A0A6A0IMM5
7303	UPI0005BAA90B	A0A7J9VWG0	A0A6A0IMM5
7304	UPI000A614FA2	A0A7J9VWG0	A0A6A0IMM5
7305	UPI001CD9782D	A0A7J9VWG0	A0A6A0IMM5
7306	A0A5D0Q545	A0A7J9VWG0	A0A6A0IMM5
7307	A0A1U9ZY57	A0A7J9VWG0	A0A6A0IMM5
7308	UPI0018F38954	A0A7J9VWG0	A0A6A0IMM5
7309	A0A976R3Q6	A0A7J9VWG0	A0A6A0IMM5
7310	UPI001E3994A1	A0A7J9VWG0	A0A6A0IMM5
7311	A0A229RVC7	A0A7J9VWG0	A0A6A0IMM5
7312	A0A952LL31	A0A7J9VWG0	A0A6A0IMM5
7313	UPI001E5BE30B	A0A7J9VWG0	A0A6A0IMM5
7314	UPI001C54E858	A0A7J9VWG0	A0A6A0IMM5
7315	UPI001F448FFD	A0A7J9VWG0	A0A6A0IMM5
7316	UPI001F1F7F1C	A0A7J9VWG0	A0A6A0IMM5
7317	A0A429CWQ8	A0A7J9VWG0	A0A6A0IMM5
7318	UPI001EDC6F33	A0A7J9VWG0	A0A6A0IMM5
7319	A0A429DTI8	A0A7J9VWG0	A0A6A0IMM5
7320	UPI0015F0ACE6	A0A7J9VWG0	A0A6A0IMM5
7321	A0A429FJA6	A0A7J9VWG0	A0A6A0IMM5
7322	A0A2N8MUN5	A0A7J9VWG0	A0A6A0IMM5
7323	UPI0007C7EF30	A0A7J9VWG0	A0A6A0IMM5
7324	UPI000AC6BD12	A0A7J9VWG0	A0A6A0IMM5
7325	A0A1V2PVU7	A0A7J9VWG0	A0A6A0IMM5
7326	UPI0014121C14	A0A7J9VWG0	A0A6A0IMM5
7327	UPI00177D1ED2	A0A7J9VWG0	A0A6A0IMM5
7328	A0A3A6RV27	A0A7J9VWG0	A0A6A0IMM5
7329	A0A1V9UI88	A0A7J9VWG0	A0A6A0IMM5
7330	A0A329IIT4	A0A7J9VWG0	A0A6A0IMM5
7331	UPI000DA627C6	A0A7J9VWG0	A0A6A0IMM5
7332	UPI000E3E801C	A0A7J9VWG0	A0A6A0IMM5
7333	UPI0021F1D41B	A0A7J9VWG0	A0A6A0IMM5
7334	UPI000F05DEF5	A0A7J9VWG0	A0A6A0IMM5
7335	A0A519E8X9	A0A7J9VWG0	A0A6A0IMM5
7336	UPI001967C6A8	A0A7J9VWG0	A0A6A0IMM5
7337	UPI000D699487	A0A7J9VWG0	A0A6A0IMM5
7338	UPI0018E5CA92	A0A7J9VWG0	A0A6A0IMM5
7339	UPI00190FDEFD	A0A7J9VWG0	A0A6A0IMM5
7340	UPI000E3E8FB9	A0A7J9VWG0	A0A6A0IMM5
7341	UPI00178094D3	A0A7J9VWG0	A0A6A0IMM5
7342	UPI00223D6124	A0A7J9VWG0	A0A6A0IMM5
7343	UPI0019100B71	A0A7J9VWG0	A0A6A0IMM5
7344	A0A0Q5E9Q9	A0A7J9VWG0	A0A6A0IMM5
7345	UPI000F039523	A0A7J9VWG0	A0A6A0IMM5
7346	UPI0019102EE0	A0A7J9VWG0	A0A6A0IMM5
7347	UPI001C891399	A0A7J9VWG0	A0A6A0IMM5
7348	UPI001C8930CD	A0A7J9VWG0	A0A6A0IMM5
7349	UPI00105B58D3	A0A7J9VWG0	A0A6A0IMM5
7350	UPI00177D8F64	A0A7J9VWG0	A0A6A0IMM5
7351	UPI00191094D1	A0A7J9VWG0	A0A6A0IMM5
