Unnamed: 0	glucosaminidase-unclustered	glucosaminidase-mmseqs_cluster	glucosaminidase-foldseek_cluster
1933	A0A2U8QXH3	A0A2D5N7L3	A0A7C1VDL4
1934	A0A1Q3S7F1	A0A2D5N7L3	A0A7C1VDL4
1935	A0A2E2SJ75	A0A2D5N7L3	A0A7C1VDL4
1936	A3XJ67	A0A2D5N7L3	A0A7C1VDL4
1937	A0A3D4EK55	A0A2D5N7L3	A0A7C1VDL4
1938	A0A2G1VRF3	A0A2D5N7L3	A0A7C1VDL4
1939	A0A2E8I9P4	A0A2D5N7L3	A0A7C1VDL4
1940	A0A2E3F388	A0A2D5N7L3	A0A7C1VDL4
1941	A0A2G2IX30	A0A2D5N7L3	A0A7C1VDL4
1942	A0A2E5GLH7	A0A2D5N7L3	A0A7C1VDL4
1943	A0A7C1SL49	A0A2D5N7L3	A0A7C1VDL4
1944	A0A2E7MI62	A0A2D5N7L3	A0A7C1VDL4
1945	A0A2U2X2D9	A0A2D5N7L3	A0A7C1VDL4
1946	A0A2M8AKY1	A0A2D5N7L3	A0A7C1VDL4
1947	A0A4V6MT62	A0A2D5N7L3	A0A7C1VDL4
1948	A0A4V6MT98	A0A2D5N7L3	A0A7C1VDL4
1949	A0A5C4SQQ5	A0A2D5N7L3	A0A7C1VDL4
1950	A0A5Q0JRS2	A0A2D5N7L3	A0A7C1VDL4
1951	A0A2K9PWD6	A0A2D5N7L3	A0A7C1VDL4
1952	A0A2G5GBZ4	A0A2D5N7L3	A0A7C1VDL4
1953	A0A918QR65	A0A2D5N7L3	A0A7C1VDL4
1954	A0A0D7WAT6	A0A2D5N7L3	A0A7C1VDL4
1955	A0A0D7W1V1	A0A2D5N7L3	A0A7C1VDL4
1956	A0A2I7SL68	A0A2D5N7L3	A0A7C1VDL4
1957	A0A2N3HGD1	A0A2D5N7L3	A0A7C1VDL4
1958	A0A084THE1	A0A2D5N7L3	A0A7C1VDL4
1959	A0A428JWS4	A0A2D5N7L3	A0A7C1VDL4
1960	A0A3N0F525	A0A2D5N7L3	A0A7C1VDL4
1961	A0A329MWD8	A0A2D5N7L3	A0A7C1VDL4
1962	A0A1V1ZFA1	A0A2D5N7L3	A0A7C1VDL4
1963	A0A2D9DK80	A0A2D5N7L3	A0A7C1VDL4
1964	A0A0Q9ZEU3	A0A2D5N7L3	A0A7C1VDL4
1965	A0A5B7X0A2	A0A2D5N7L3	A0A7C1VDL4
1966	G2E962	A0A2D5N7L3	A0A7C1VDL4
1967	A0A1L6R572	A0A2D5N7L3	A0A7C1VDL4
1968	A0A2N0TR98	A0A2D5N7L3	A0A7C1VDL4
1969	A0A2N0TTX1	A0A2D5N7L3	A0A7C1VDL4
1970	A0A2D5HX29	A0A2D5N7L3	A0A7C1VDL4
1971	A0A7G8PWT7	A0A2D5N7L3	A0A7C1VDL4
1972	A0A2K1DY89	A0A2D5N7L3	A0A7C1VDL4
1973	A0A2E8DKJ9	A0A2D5N7L3	A0A7C1VDL4
1974	A0A257JYB8	A0A2D5N7L3	A0A7C1VDL4
1975	A0A255YWT1	A0A2D5N7L3	A0A7C1VDL4
1976	A0A2S1SLP0	A0A2D5N7L3	A0A7C1VDL4
1977	A0A076NTS0	A0A2D5N7L3	A0A7C1VDL4
1978	A0A4Z0LC36	A0A2D5N7L3	A0A7C1VDL4
1979	A0A8G2FZ26	A0A2D5N7L3	A0A7C1VDL4
1980	A0A519N0K9	A0A2D5N7L3	A0A7C1VDL4
1981	A0A519NG29	A0A2D5N7L3	A0A7C1VDL4
1982	A0A6N4AJ28	A0A2D5N7L3	A0A7C1VDL4
1983	A0A501QCD8	A0A2D5N7L3	A0A7C1VDL4
1984	A0A5C7YY15	A0A2D5N7L3	A0A7C1VDL4
1985	A0A5C7YZZ4	A0A2D5N7L3	A0A7C1VDL4
1986	A0A4R5F936	A0A2D5N7L3	A0A7C1VDL4
1987	A0A0Q5UA15	A0A2D5N7L3	A0A7C1VDL4
1988	A0A366AZH4	A0A2D5N7L3	A0A7C1VDL4
1989	A0A0M9VHB8	A0A2D5N7L3	A0A7C1VDL4
1990	A0A2S0RFV9	A0A2D5N7L3	A0A7C1VDL4
1991	A0A352RCN0	A0A2D5N7L3	A0A7C1VDL4
1992	A0A3P3WE38	A0A2D5N7L3	A0A7C1VDL4
1993	A0A2U1JG13	A0A2D5N7L3	A0A7C1VDL4
1994	A0A2S1LRY0	A0A2D5N7L3	A0A7C1VDL4
1995	A0A1G0B1D9	A0A2D5N7L3	A0A7C1VDL4
1996	A0A101W4L7	A0A2D5N7L3	A0A7C1VDL4
1997	V6SUV6	A0A2D5N7L3	A0A7C1VDL4
1998	V6SK91	A0A2D5N7L3	A0A7C1VDL4
1999	A0A4Q1K9Y8	A0A2D5N7L3	A0A7C1VDL4
2000	A0A3D4BHX2	A0A2D5N7L3	A0A7C1VDL4
2001	A0A095ST78	A0A2D5N7L3	A0A7C1VDL4
2002	A0A2K8XF77	A0A2D5N7L3	A0A7C1VDL4
2003	A0A1J5L7U6	A0A2D5N7L3	A0A7C1VDL4
2004	A0A2T1NGE3	A0A2D5N7L3	A0A7C1VDL4
2005	A0A0C1E0Y7	A0A2D5N7L3	A0A7C1VDL4
2006	A0A4Q1FJ02	A0A2D5N7L3	A0A7C1VDL4
2007	A0A3G2GQG5	A0A2D5N7L3	A0A7C1VDL4
2008	A0A2S1YLA0	A0A2D5N7L3	A0A7C1VDL4
2009	A0A519JYC1	A0A2D5N7L3	A0A7C1VDL4
2010	A0A1S9A3Z3	A0A2D5N7L3	A0A7C1VDL4
2011	H7FT37	A0A2D5N7L3	A0A7C1VDL4
2012	A0A1J7CVK0	A0A2D5N7L3	A0A7C1VDL4
2013	A0A4R5CZS3	A0A2D5N7L3	A0A7C1VDL4
2014	A0A085ZZ33	A0A2D5N7L3	A0A7C1VDL4
2015	A0A0D0EM66	A0A2D5N7L3	A0A7C1VDL4
2016	A0A2D0A070	A0A2D5N7L3	A0A7C1VDL4
2017	A0A482TUN7	A0A2D5N7L3	A0A7C1VDL4
2018	A0A366AXC3	A0A2D5N7L3	A0A7C1VDL4
2019	A0A226I7S2	A0A2D5N7L3	A0A7C1VDL4
2020	A0A2S5A575	A0A2D5N7L3	A0A7C1VDL4
2021	A0A344LSJ8	A0A2D5N7L3	A0A7C1VDL4
2022	A0A0Q7FA60	A0A2D5N7L3	A0A7C1VDL4
2023	A0A4Q1FBX4	A0A2D5N7L3	A0A7C1VDL4
2024	A0A4P6YIB9	A0A2D5N7L3	A0A7C1VDL4
2025	A0A368MCX6	A0A2D5N7L3	A0A7C1VDL4
2026	A0A1P8RTH9	A0A2D5N7L3	A0A7C1VDL4
2027	A0A3M8GCR7	A0A2D5N7L3	A0A7C1VDL4
2028	A0A265UTU8	A0A2D5N7L3	A0A7C1VDL4
2029	A0A0X8G8M6	A0A2D5N7L3	A0A7C1VDL4
2030	A0A4Q1IQB7	A0A2D5N7L3	A0A7C1VDL4
2031	A0A2M7DJS3	A0A2D5N7L3	A0A7C1VDL4
2032	A0A2N2YAT3	A0A2D5N7L3	A0A7C1VDL4
2033	A0A7C7IVF5	A0A2D5N7L3	A0A7C1VDL4
2034	A0A2D8LJJ4	A0A2D5N7L3	A0A7C1VDL4
2035	A0A444W9C9	A0A2D5N7L3	A0A7C1VDL4
2036	A0A0A2LKQ8	A0A2D5N7L3	A0A7C1VDL4
2037	A0A0A2N292	A0A2D5N7L3	A0A7C1VDL4
2038	A0A2E1HNP8	A0A2D5N7L3	A0A7C1VDL4
2039	A0A7C7ZSD8	A0A2D5N7L3	A0A7C1VDL4
2040	A4BZ65	A0A2D5N7L3	A0A7C1VDL4
2041	A0A1B2YZ76	A0A2D5N7L3	A0A7C1VDL4
2042	A0A257KA34	A0A2D5N7L3	A0A7C1VDL4
2043	A0A2D8UJI0	A0A2D5N7L3	A0A7C1VDL4
2044	A0A7C7MX36	A0A2D5N7L3	A0A7C1VDL4
2045	A0A2A4G0S1	A0A2D5N7L3	A0A7C1VDL4
2046	A4CKA4	A0A2D5N7L3	A0A7C1VDL4
2047	A0A2E1BMD1	A0A2D5N7L3	A0A7C1VDL4
2048	A0A1V6LSD9	A0A2D5N7L3	A0A7C1VDL4
2049	A0A4S8RI76	A0A2D5N7L3	A0A7C1VDL4
2050	A0A0P7ARH5	A0A2D5N7L3	A0A7C1VDL4
2051	A0A444VKZ3	A0A2D5N7L3	A0A7C1VDL4
2052	A0A3M8GFN1	A0A2D5N7L3	A0A7C1VDL4
2053	A0A4Q8QDS9	A0A2D5N7L3	A0A7C1VDL4
2054	A0A4U1LNH2	A0A2D5N7L3	A0A7C1VDL4
2055	A0A2D9BUI5	A0A2D5N7L3	A0A7C1VDL4
2056	A0A3R7S000	A0A2D5N7L3	A0A7C1VDL4
2057	A0A3A1N2Z4	A0A2D5N7L3	A0A7C1VDL4
2058	A0A917LM06	A0A2D5N7L3	A0A7C1VDL4
2059	A0A3A1NSS8	A0A2D5N7L3	A0A7C1VDL4
2060	A0A411E812	A0A2D5N7L3	A0A7C1VDL4
2061	A0A432IPJ8	A0A2D5N7L3	A0A7C1VDL4
2062	A0A2E1AVN4	A0A2D5N7L3	A0A7C1VDL4
2063	A0A2E1L3M5	A0A2D5N7L3	A0A7C1VDL4
2064	A0A7C7Y6H9	A0A2D5N7L3	A0A7C1VDL4
2065	A0A2E4P9M0	A0A2D5N7L3	A0A7C1VDL4
2066	A0A0A2MA32	A0A2D5N7L3	A0A7C1VDL4
2067	A0A0A2MEB1	A0A2D5N7L3	A0A7C1VDL4
2068	A0A1J5KG33	A0A2D5N7L3	A0A7C1VDL4
2069	A0A2S1R363	A0A2D5N7L3	A0A7C1VDL4
2070	A0A3S3U1F0	A0A2D5N7L3	A0A7C1VDL4
2071	A0A345HDX2	A0A2D5N7L3	A0A7C1VDL4
2072	A0A0A7KCG0	A0A2D5N7L3	A0A7C1VDL4
2073	A0A2G6QSN4	A0A2D5N7L3	A0A7C1VDL4
2074	A0A3B9RAZ1	A0A2D5N7L3	A0A7C1VDL4
2075	G0L1T0	A0A2D5N7L3	A0A7C1VDL4
2076	A0A7C1LH33	A0A2D5N7L3	A0A7C1VDL4
2077	A0A3S9NX57	A0A2D5N7L3	A0A7C1VDL4
2078	A4ASZ4	A0A2D5N7L3	A0A7C1VDL4
2079	A0A3G2L8A2	A0A2D5N7L3	A0A7C1VDL4
2080	A0A844N8S1	A0A2D5N7L3	A0A7C1VDL4
2081	A0A2G1Y9Y1	A0A2D5N7L3	A0A7C1VDL4
2082	A0A0Q0XDW7	A0A2D5N7L3	A0A7C1VDL4
2083	A0A831QSY8	A0A2D5N7L3	A0A7C1VDL4
2084	A0A7X2ZV05	A0A2D5N7L3	A0A7C1VDL4
2085	A0A3B0BXC7	A0A2D5N7L3	A0A7C1VDL4
2086	A0A5R8LY45	A0A2D5N7L3	A0A7C1VDL4
2087	A0A223V106	A0A2D5N7L3	A0A7C1VDL4
2088	A0A2E5BKD1	A0A2D5N7L3	A0A7C1VDL4
2089	A0A316KU28	A0A2D5N7L3	A0A7C1VDL4
2090	A0A5R9ANX9	A0A2D5N7L3	A0A7C1VDL4
2091	A0A3R8PXY1	A0A2D5N7L3	A0A7C1VDL4
2092	A0A2G5KKP6	A0A2D5N7L3	A0A7C1VDL4
2093	A0A2G5LCK5	A0A2D5N7L3	A0A7C1VDL4
2094	A0A371JLI2	A0A2D5N7L3	A0A7C1VDL4
2095	A0A5B7SS33	A0A2D5N7L3	A0A7C1VDL4
2096	A0A1B7ZDC4	A0A2D5N7L3	A0A7C1VDL4
2097	A0A5S3PHR5	A0A2D5N7L3	A0A7C1VDL4
2098	A0A372GV42	A0A2D5N7L3	A0A7C1VDL4
2099	A0A0S1S203	A0A2D5N7L3	A0A7C1VDL4
2100	A0A3S0AEN2	A0A2D5N7L3	A0A7C1VDL4
2101	A0A2E3VNG7	A0A2D5N7L3	A0A7C1VDL4
2102	A0A3A1NJK3	A0A2D5N7L3	A0A7C1VDL4
2103	A0A2A5GI98	A0A2D5N7L3	A0A7C1VDL4
2104	A0A918MGA9	A0A2D5N7L3	A0A7C1VDL4
2105	A0A418NCT4	A0A2D5N7L3	A0A7C1VDL4
2106	A0A2S7KP15	A0A2D5N7L3	A0A7C1VDL4
2107	A0A2A4R0J9	A0A2D5N7L3	A0A7C1VDL4
2108	A0A0D7W3W7	A0A2D5N7L3	A0A7C1VDL4
2109	A0A2K8X099	A0A2D5N7L3	A0A7C1VDL4
2110	A0A2A4NVU1	A0A2D5N7L3	A0A7C1VDL4
2111	A0A4P7X0A2	A0A2D5N7L3	A0A7C1VDL4
2112	A0A2A4TEK5	A0A2D5N7L3	A0A7C1VDL4
2113	A0A1B1Y667	A0A2D5N7L3	A0A7C1VDL4
2114	A0A2G2P597	A0A2D5N7L3	A0A7C1VDL4
2115	A0A4Y8AUD2	A0A2D5N7L3	A0A7C1VDL4
2116	A0A2K2Z957	A0A2D5N7L3	A0A7C1VDL4
2117	A0A5B7TSW5	A0A2D5N7L3	A0A7C1VDL4
2118	A0A1J5L4K8	A0A2D5N7L3	A0A7C1VDL4
2119	A0A520L875	A0A2D5N7L3	A0A7C1VDL4
2120	A0A1Y0ME36	A0A2D5N7L3	A0A7C1VDL4
2121	A0A2G6F0E3	A0A2D5N7L3	A0A7C1VDL4
2122	A0A2S7TBW0	A0A2D5N7L3	A0A7C1VDL4
2123	A0A1Y0MTV8	A0A2D5N7L3	A0A7C1VDL4
2124	A0A3C0A4P1	A0A2D5N7L3	A0A7C1VDL4
2125	A0A4U0EKH9	A0A2D5N7L3	A0A7C1VDL4
2126	A0A1W6MJL1	A0A2D5N7L3	A0A7C1VDL4
2127	A0A2K8XB00	A0A2D5N7L3	A0A7C1VDL4
2128	A0A8J3BLR0	A0A2D5N7L3	A0A7C1VDL4
2129	A0A1Z7Z196	A0A2D5N7L3	A0A7C1VDL4
2130	A0A0Q1BUD7	A0A2D5N7L3	A0A7C1VDL4
2131	A0A1Z8AWB4	A0A2D5N7L3	A0A7C1VDL4
2132	A0A1U7DWR4	A0A2D5N7L3	A0A7C1VDL4
2133	A0A2S9WXV9	A0A2D5N7L3	A0A7C1VDL4
2134	A0A497CLU2	A0A2D5N7L3	A0A7C1VDL4
2135	A0A1G0BCY7	A0A2D5N7L3	A0A7C1VDL4
2136	A0A1J5MBU4	A0A2D5N7L3	A0A7C1VDL4
2137	A0A101W142	A0A2D5N7L3	A0A7C1VDL4
2138	A0A2A4REH5	A0A2D5N7L3	A0A7C1VDL4
2139	A0A3D1KUR3	A0A2D5N7L3	A0A7C1VDL4
2140	A0A3S9MZG8	A0A2D5N7L3	A0A7C1VDL4
2141	A0A662C4F6	A0A2D5N7L3	A0A7C1VDL4
2142	A0A2S7UCK4	A0A2D5N7L3	A0A7C1VDL4
2143	A0A084K065	A0A2D5N7L3	A0A7C1VDL4
2144	A0A506PIR0	A0A2D5N7L3	A0A7C1VDL4
2145	A0A2M8A1J1	A0A2D5N7L3	A0A7C1VDL4
2146	A0A4R5CWR8	A0A2D5N7L3	A0A7C1VDL4
2147	A0A2N1GBR4	A0A2D5N7L3	A0A7C1VDL4
2148	A0A1G0AII8	A0A2D5N7L3	A0A7C1VDL4
2149	A0A8D6CBF7	A0A2D5N7L3	A0A7C1VDL4
2150	A0A0C1EYD7	A0A2D5N7L3	A0A7C1VDL4
2151	H7FUN5	A0A2D5N7L3	A0A7C1VDL4
2152	A0A4R5AWI9	A0A2D5N7L3	A0A7C1VDL4
2153	A0A2H3KBG2	A0A2D5N7L3	A0A7C1VDL4
2154	A0A4R5FJK8	A0A2D5N7L3	A0A7C1VDL4
2155	A0A519KBC8	A0A2D5N7L3	A0A7C1VDL4
2156	A0A255ZVA4	A0A2D5N7L3	A0A7C1VDL4
2157	A0A916US34	A0A2D5N7L3	A0A7C1VDL4
2158	A0A2M8JM14	A0A2D5N7L3	A0A7C1VDL4
2159	A0A4Q9Z1R1	A0A2D5N7L3	A0A7C1VDL4
2160	A0A2W4V536	A0A2D5N7L3	A0A7C1VDL4
2161	A0A2G2HJN2	A0A2D5N7L3	A0A7C1VDL4
2162	A0A1D8PBG2	A0A2D5N7L3	A0A7C1VDL4
2163	A0A109RNC1	A0A2D5N7L3	A0A7C1VDL4
2164	A0A2G6F5X3	A0A2D5N7L3	A0A7C1VDL4
2165	A0A3N4P0U2	A0A2D5N7L3	A0A7C1VDL4
2166	A0A2E1EM76	A0A2D5N7L3	A0A7C1VDL4
2167	A0A2M7VQK5	A0A2D5N7L3	A0A7C1VDL4
2168	A0A426JLP0	A0A2D5N7L3	A0A7C1VDL4
2169	A0A2E6IKE7	A0A2D5N7L3	A0A7C1VDL4
2170	A0A4U5TSY6	A0A2D5N7L3	A0A7C1VDL4
2171	A0A504JNE4	A0A2D5N7L3	A0A7C1VDL4
2172	A0A2D9Y3S9	A0A2D5N7L3	A0A7C1VDL4
2173	A0A1Z7ZQ68	A0A2D5N7L3	A0A7C1VDL4
2174	A0A918JWX6	A0A2D5N7L3	A0A7C1VDL4
2175	A0A917E8G3	A0A2D5N7L3	A0A7C1VDL4
2176	A0A0P0CIU8	A0A2D5N7L3	A0A7C1VDL4
2177	A0A4S1DTY1	A0A2D5N7L3	A0A7C1VDL4
2178	A0A0C5VYQ0	A0A2D5N7L3	A0A7C1VDL4
2179	A0A4V1LN59	A0A2D5N7L3	A0A7C1VDL4
2180	A0A4Q9RTV7	A0A2D5N7L3	A0A7C1VDL4
2181	A0A8J2XIV6	A0A2D5N7L3	A0A7C1VDL4
2182	A0A6H3Q0U8	A0A2D5N7L3	A0A7C1VDL4
2183	A0A368P5J6	A0A2D5N7L3	A0A7C1VDL4
2184	A0A4Q4B6N1	A0A2D5N7L3	A0A7C1VDL4
2185	A0A2D4YAR6	A0A2D5N7L3	A0A7C1VDL4
2186	A0A2E2ETS0	A0A2D5N7L3	A0A7C1VDL4
2187	A0A521A8H1	A0A2D5N7L3	A0A7C1VDL4
2188	A0A2E6M3Q3	A0A2D5N7L3	A0A7C1VDL4
2189	A0A2E0I3Y2	A0A2D5N7L3	A0A7C1VDL4
2190	A0A250FQB5	A0A2D5N7L3	A0A7C1VDL4
2191	A0A2M9TK42	A0A2D5N7L3	A0A7C1VDL4
2192	A0A2T2VUT1	A0A2D5N7L3	A0A7C1VDL4
2193	A0A2E3ABC8	A0A2D5N7L3	A0A7C1VDL4
2194	K4IK91	A0A2D5N7L3	A0A7C1VDL4
2195	N1WZU2	A0A2D5N7L3	A0A7C1VDL4
2196	A0A2I0D5K7	A0A2D5N7L3	A0A7C1VDL4
2197	A0A099Y3N1	A0A2D5N7L3	A0A7C1VDL4
2198	A0A1B8TY29	A0A2D5N7L3	A0A7C1VDL4
2199	A0A1B8U3G3	A0A2D5N7L3	A0A7C1VDL4
2200	A0A2U2JDF4	A0A2D5N7L3	A0A7C1VDL4
2201	A0A1Y0MXT8	A0A2D5N7L3	A0A7C1VDL4
2202	A0A2K8VA23	A0A2D5N7L3	A0A7C1VDL4
2203	A0A0N0CEM3	A0A2D5N7L3	A0A7C1VDL4
2204	A0A2K8VN07	A0A2D5N7L3	A0A7C1VDL4
2205	A0A395JWD1	A0A2D5N7L3	A0A7C1VDL4
2206	A0A3Q8RT01	A0A2D5N7L3	A0A7C1VDL4
2207	A0A1Y2PD06	A0A2D5N7L3	A0A7C1VDL4
2208	A0A2D5TMY5	A0A2D5N7L3	A0A7C1VDL4
2209	A0A1B9XX18	A0A2D5N7L3	A0A7C1VDL4
2210	A0A2I2M8W4	A0A2D5N7L3	A0A7C1VDL4
2211	A0A2K8XUP7	A0A2D5N7L3	A0A7C1VDL4
2212	A0A4R1AES9	A0A2D5N7L3	A0A7C1VDL4
2213	A0A2G1BR66	A0A2D5N7L3	A0A7C1VDL4
2214	A0A176T9E5	A0A2D5N7L3	A0A7C1VDL4
2215	A0A2H1XMW9	A0A2D5N7L3	A0A7C1VDL4
2216	A0A2S7L1G9	A0A2D5N7L3	A0A7C1VDL4
2217	A0A238U7P0	A0A2D5N7L3	A0A7C1VDL4
2218	A0A2H1XUG8	A0A2D5N7L3	A0A7C1VDL4
2219	A0A832IH33	A0A2D5N7L3	A0A7C1VDL4
2220	A0A2H1YCQ1	A0A2D5N7L3	A0A7C1VDL4
2221	A0A2S7TL08	A0A2D5N7L3	A0A7C1VDL4
2222	A0A1L3JMI5	A0A2D5N7L3	A0A7C1VDL4
2223	A0A2H1YEV4	A0A2D5N7L3	A0A7C1VDL4
2224	A0A2S7WBT0	A0A2D5N7L3	A0A7C1VDL4
2225	A0A2S7WN82	A0A2D5N7L3	A0A7C1VDL4
2226	A0A2S7WZE9	A0A2D5N7L3	A0A7C1VDL4
2227	A0A427SDK2	A0A2D5N7L3	A0A7C1VDL4
2228	A0A917HTY7	A0A2D5N7L3	A0A7C1VDL4
2229	A0A2P6C9X9	A0A2D5N7L3	A0A7C1VDL4
2230	A0A4Y8AXC4	A0A2D5N7L3	A0A7C1VDL4
2231	A2U0G3	A0A2D5N7L3	A0A7C1VDL4
2232	A0A5S3NA66	A0A2D5N7L3	A0A7C1VDL4
2233	A0A1U9L3L7	A0A2D5N7L3	A0A7C1VDL4
2234	A0A1Y0M7K8	A0A2D5N7L3	A0A7C1VDL4
2235	A0A2N1F7Z1	A0A2D5N7L3	A0A7C1VDL4
2236	A0A3C1RZV6	A0A2D5N7L3	A0A7C1VDL4
2237	A0A2D9BBE7	A0A2D5N7L3	A0A7C1VDL4
2238	A0A2D9QAY7	A0A2D5N7L3	A0A7C1VDL4
2239	A0A2D8X9P6	A0A2D5N7L3	A0A7C1VDL4
2240	A0A2U0I3F5	A0A2D5N7L3	A0A7C1VDL4
2241	A0A3E1Q7I6	A0A2D5N7L3	A0A7C1VDL4
2242	A0A2G2KBR8	A0A2D5N7L3	A0A7C1VDL4
2243	A0A520UDJ7	A0A2D5N7L3	A0A7C1VDL4
2244	A0A0B5RNJ3	A0A2D5N7L3	A0A7C1VDL4
2245	A0A4Q1KRT9	A0A2D5N7L3	A0A7C1VDL4
2246	H8XQT4	A0A2D5N7L3	A0A7C1VDL4
2247	A0A4R5CXT4	A0A2D5N7L3	A0A7C1VDL4
2248	A0A916Y9Z5	A0A2D5N7L3	A0A7C1VDL4
2249	A0A482TER9	A0A2D5N7L3	A0A7C1VDL4
2250	A0A365P298	A0A2D5N7L3	A0A7C1VDL4
2251	A0A432CEZ7	A0A2D5N7L3	A0A7C1VDL4
2252	A0A432CLR5	A0A2D5N7L3	A0A7C1VDL4
2253	A0A161S7F1	A0A2D5N7L3	A0A7C1VDL4
2254	A0A4S3LYS1	A0A2D5N7L3	A0A7C1VDL4
2255	A0A353FD81	A0A2D5N7L3	A0A7C1VDL4
2256	A0A2D8SQP6	A0A2D5N7L3	A0A7C1VDL4
2257	A0A3D2R774	A0A2D5N7L3	A0A7C1VDL4
2258	A0A0R2RX72	A0A2D5N7L3	A0A7C1VDL4
2259	A0A2E4BM17	A0A2D5N7L3	A0A7C1VDL4
2260	A0A2D9J711	A0A2D5N7L3	A0A7C1VDL4
2261	A0A2D6V3L8	A0A2D5N7L3	A0A7C1VDL4
2262	A0A2D4WWY4	A0A2D5N7L3	A0A7C1VDL4
2263	A0A2K2Z8L0	A0A2D5N7L3	A0A7C1VDL4
2264	C9LBJ0	C9LBJ0	A0A650MU22
2265	D7IHX5	D7IHX5	R6JF01
2266	A0A174Q7K8	D7IHX5	R6JF01
2267	A0A0P0FDD5	D7IHX5	R6JF01
2268	A0A174RX04	D7IHX5	R6JF01
2269	F5TC29	F5TC29	A0A3R9QI81
2270	A8SLQ7	F5TC29	A0A3R9QI81
2271	F9PQN8	F5TC29	A0A3R9QI81
2272	G5K3P9	G5K3P9	G5K3P9
2273	G5JZB4	G5K3P9	G5K3P9
2274	UPI000E5AA943	UPI000E5AA943	
2275	UPI00129C3C77	UPI00129C3C77	
2276	UPI00129C8248	UPI00129C8248	
2277	UPI00129CF6B8	UPI00129CF6B8	
2278	UPI001FF1F78A	UPI001FF1F78A	
2279	UPI001FF26D95	UPI001FF26D95	
2280	UPI00158AF300	UPI00158AF300	
2281	UPI00174E8C6D	UPI00174E8C6D	
2282	A0A942YA40	A0A942YA40	
2283	UPI0018A8DCA9	UPI0018A8DCA9	
2284	UPI001C8C52A8	UPI001C8C52A8	
2285	UPI0018A033F1	UPI0018A033F1	
2286	UPI0018AC502B	UPI0018AC502B	
2287	UPI00195D0EB2	UPI00195D0EB2	
2288	UPI001ABA24CA	UPI001ABA24CA	
2289	UPI001C852403	UPI001C852403	
2290	UPI001ABBA85D	UPI001ABBA85D	
2291	UPI001C855934	UPI001C855934	
2292	UPI001FB122D4	UPI001FB122D4	
2293	UPI00189BB1C8	UPI00189BB1C8	
2294	UPI000DCFD0D7	UPI000DCFD0D7	
2295	UPI000EA242F0	UPI000EA242F0	
2296	UPI0011C99479	UPI0011C99479	
2297	UPI0009B2A5D9	UPI0009B2A5D9	
2298	UPI0018AA508E	UPI0018AA508E	
2299	UPI0018A025A0	UPI0018A025A0	
2300	UPI0018A0775B	UPI0018A0775B	
2301	UPI0018992F9A	UPI0018992F9A	
2302	UPI0018A0D12B	UPI0018A0D12B	
2303	A0A943D230	A0A943D230	
2304	UPI001C1E2FC5	UPI001C1E2FC5	
2305	UPI00189991A8	UPI00189991A8	
2306	UPI002149EE14	UPI002149EE14	
2307	UPI00115A65CD	UPI00115A65CD	
2308	UPI0018A8EA12	UPI0018A8EA12	
2309	A0A943LIT8	A0A943LIT8	
2310	UPI00189E4965	UPI00189E4965	
2311	UPI0006C371A8	UPI0006C371A8	
2312	UPI000C0757F9	UPI000C0757F9	
2313	UPI0006C47A7E	UPI0006C47A7E	
2314	UPI001AE62548	UPI001AE62548	
2315	UPI00202951F4	UPI00202951F4	
2316	Q76D19	Q76D19	
2317	UPI000A03B75D	UPI000A03B75D	
2318	UPI000BE39D02	UPI000BE39D02	
2319	UPI000DCF6CAC	UPI000DCF6CAC	
2320	UPI001784A047	UPI001784A047	
2321	UPI00082D3F64	UPI00082D3F64	
2322	UPI001C850C65	UPI001C850C65	
2323	UPI001F384392	UPI001F384392	
2324	UPI001923C7DA	UPI001923C7DA	
2325	UPI0009579775	UPI0009579775	
2326	UPI00069FFEF2	UPI00069FFEF2	
2327	UPI0010F802B6	UPI0010F802B6	
2328	UPI001A9BDFA7	UPI001A9BDFA7	
2329	A0A943HDS1	A0A943HDS1	
2330	UPI001A9B460F	UPI001A9B460F	
2331	UPI001ABABD0F	UPI001ABABD0F	
2332	UPI001ABA3862	UPI001ABA3862	
2333	UPI001C85610F	UPI001C85610F	
2334	UPI001C8583B3	UPI001C8583B3	
2335	UPI001C860156	UPI001C860156	
2336	UPI001C864395	UPI001C864395	
2337	UPI0018AA69B2	UPI0018AA69B2	
2338	UPI0018AA572A	UPI0018AA572A	
2339	UPI001C8C05D0	UPI001C8C05D0	
2340	UPI00195B7819	UPI00195B7819	
2341	UPI00083605A9	UPI00083605A9	
2342	UPI0003A0BFB7	UPI0003A0BFB7	
2343	UPI001C2FC2CE	UPI001C2FC2CE	
2344	UPI001C442C70	UPI001C442C70	
2345	UPI001C9AF32A	UPI001C9AF32A	
2346	UPI00096A370E	UPI00096A370E	
2347	UPI000B1609DF	UPI000B1609DF	
2348	UPI000DA31935	UPI000DA31935	
2349	UPI000D70918A	UPI000D70918A	
2350	UPI0018E49F29	UPI0018E49F29	
2351	UPI0018AA370C	UPI0018AA370C	
2352	UPI001A33B161	UPI001A33B161	
2353	UPI001241160B	UPI001241160B	
2354	UPI0018AA3B94	UPI0018AA3B94	
2355	UPI000EB275EA	UPI000EB275EA	
2356	UPI0012414D17	UPI0012414D17	
2357	UPI001898AA47	UPI001898AA47	
