	ld_carboxypeptidases_unclustered	ld_carboxypeptidases_mmseqs_cluster	ld_carboxypeptidases_foldseek_cluster
11156	A0A1S1WY28	A0A344UJ16	A0A7C1D5R2
11157	UPI0009F1220A	A0A344UJ16	A0A7C1D5R2
11158	UPI000C12874D	A0A344UJ16	A0A7C1D5R2
11159	UPI00143D3A1F	A0A344UJ16	A0A7C1D5R2
11160	A0A202B923	A0A344UJ16	A0A7C1D5R2
11161	UPI00143D9B5B	A0A344UJ16	A0A7C1D5R2
11162	UPI0020B80223	A0A344UJ16	A0A7C1D5R2
11163	UPI00140D822E	A0A344UJ16	A0A7C1D5R2
11164	UPI001B326955	A0A344UJ16	A0A7C1D5R2
11165	UPI001E325AD3	A0A344UJ16	A0A7C1D5R2
11166	UPI001C8B6A22	A0A344UJ16	A0A7C1D5R2
11167	UPI000653693B	A0A344UJ16	A0A7C1D5R2
11168	A0A2T5NPL7	A0A344UJ16	A0A7C1D5R2
11169	A0A5S9HP85	A0A344UJ16	A0A7C1D5R2
11170	UPI001F3F9062	A0A344UJ16	A0A7C1D5R2
11171	UPI001E404139	A0A344UJ16	A0A7C1D5R2
11172	UPI001D063DD3	A0A344UJ16	A0A7C1D5R2
11173	UPI00209C888C	A0A344UJ16	A0A7C1D5R2
11174	UPI001581A887	A0A344UJ16	A0A7C1D5R2
11175	UPI00216A589F	A0A344UJ16	A0A7C1D5R2
11176	UPI00068AD52A	A0A344UJ16	A0A7C1D5R2
11177	A0A2T5NX81	A0A344UJ16	A0A7C1D5R2
11178	UPI001746A628	A0A344UJ16	A0A7C1D5R2
11179	UPI00069469FD	A0A344UJ16	A0A7C1D5R2
11180	A0A1W0CK45	A0A344UJ16	A0A7C1D5R2
11181	UPI001967172A	A0A344UJ16	A0A7C1D5R2
11182	A0A1W0CVH7	A0A344UJ16	A0A7C1D5R2
11183	A0A7S7WBP0	A0A344UJ16	A0A7C1D5R2
11184	UPI0018EDC63C	A0A344UJ16	A0A7C1D5R2
11185	UPI001186710B	A0A344UJ16	A0A7C1D5R2
11186	A0A3A4JF23	A0A3A4JF23	A0A7C0UC19
11187	UPI00083570A7	UPI00083570A7	
11188	A0A1P8TUS4	UPI00083570A7	
11189	UPI001E37AB31	UPI00083570A7	
11190	A0A1U9P9D4	UPI00083570A7	
11191	UPI001F0AECB3	UPI00083570A7	
11192	UPI00068B3BC7	UPI00068B3BC7	
11193	UPI000871E4F8	UPI000871E4F8	
11194	A0A2W1MXI4	UPI000871E4F8	
11195	UPI001C8E9E07	UPI000871E4F8	
11196	UPI00047F584A	UPI000871E4F8	
11197	UPI0009DE6A76	UPI0009DE6A76	
11198	UPI000AEC1732	UPI000AEC1732	
11199	UPI001F108419	UPI001F108419	
11200	UPI001FE6B14C	UPI001FE6B14C	
11201	UPI001FEE53B1	UPI001FEE53B1	
11202	A0A7J4VSZ0	UPI001FEE53B1	
11203	A0A387FKE4	UPI001FEE53B1	
11204	A0A2U2DUL4	UPI001FEE53B1	
11205	UPI001C3F319E	UPI001FEE53B1	
11206	UPI000B4B1932	UPI001FEE53B1	
11207	U5VXV8	UPI001FEE53B1	
11208	UPI0018EA2591	UPI001FEE53B1	
11209	A0A933PDX7	UPI001FEE53B1	
11210	UPI001FD83B4C	UPI001FEE53B1	
11211	A0A1Q9B2E3	UPI001FEE53B1	
11212	UPI0019609EEA	UPI001FEE53B1	
11213	A0A0T1WQ17	UPI001FEE53B1	
11214	A0A3S2VRB3	UPI001FEE53B1	
11215	A0A0Q6RXT2	UPI001FEE53B1	
11216	UPI001FD1CEA9	UPI001FEE53B1	
11217	UPI001F35C3E0	UPI001FEE53B1	
11218	A0A4P6H6N3	UPI001FEE53B1	
11219	UPI0021B41E15	UPI001FEE53B1	
11220	UPI001FEDF3A4	UPI001FEE53B1	
11221	UPI0021578AA2	UPI001FEE53B1	
11222	UPI0005EAEE3A	UPI001FEE53B1	
11223	UPI00069C8CF8	UPI001FEE53B1	
11224	UPI001F3FA9E0	UPI001FEE53B1	
11225	A0A1B9TD91	UPI001FEE53B1	
11226	UPI001F1B3EF4	UPI001FEE53B1	
11227	UPI001F3B179D	UPI001FEE53B1	
11228	UPI00157228F5	UPI001FEE53B1	
11229	UPI0015719519	UPI001FEE53B1	
11230	UPI001FD08417	UPI001FEE53B1	
11231	A0A546ZMJ3	UPI001FEE53B1	
11232	UPI001FED8DFB	UPI001FEE53B1	
11233	UPI00226E1F7A	UPI001FEE53B1	
11234	A0A1B9SCG1	UPI001FEE53B1	
11235	UPI00180F166A	UPI001FEE53B1	
11236	A0A5C7UDP4	UPI001FEE53B1	
11237	A0A5M8UPS1	UPI001FEE53B1	
11238	UPI0015745DFE	UPI001FEE53B1	
11239	A0A4T3F8L7	UPI001FEE53B1	
11240	UPI001877580B	UPI001FEE53B1	
11241	UPI001FCD87CF	UPI001FEE53B1	
11242	A0A5C7YWE7	UPI001FEE53B1	
11243	B9J7X4	UPI001FEE53B1	
11244	UPI001FF064C0	UPI001FEE53B1	
11245	UPI001F2733B1	UPI001FEE53B1	
11246	UPI000647D811	UPI001FEE53B1	
11247	UPI00080FD230	UPI001FEE53B1	
11248	A0A971G1Q0	UPI001FEE53B1	
11249	A0A5C4X8H2	UPI001FEE53B1	
11250	UPI00186B7D5B	UPI001FEE53B1	
11251	A0A939MWZ9	UPI001FEE53B1	
11252	A0A5C5S9H9	UPI001FEE53B1	
11253	A0A939JX72	UPI001FEE53B1	
11254	A0A962Z8L7	UPI001FEE53B1	
11255	UPI001CCD0372	UPI001FEE53B1	
11256	A0A7X8SUT5	UPI001FEE53B1	
11257	UPI001F24A7C4	UPI001FEE53B1	
11258	A0A5F1S464	UPI001FEE53B1	
11259	UPI001FEF7200	UPI001FEE53B1	
11260	A0A5B0WAI2	UPI001FEE53B1	
11261	A0A7X8PEB6	UPI001FEE53B1	
11262	A0A1E4YBY1	UPI001FEE53B1	
11263	A0A248WA05	UPI001FEE53B1	
11264	UPI00126F5588	UPI001FEE53B1	
11265	A0A8F8KF33	UPI001FEE53B1	
11266	UPI0021A91299	UPI001FEE53B1	
11267	A0A2L0WCJ4	UPI001FEE53B1	
11268	UPI001AE8E289	UPI001FEE53B1	
11269	UPI001C66CBEF	UPI001FEE53B1	
11270	A0A095WKV6	UPI001FEE53B1	
11271	UPI0013D0FF94	UPI001FEE53B1	
11272	UPI001FEC228C	UPI001FEE53B1	
11273	UPI001C6355AC	UPI001FEE53B1	
11274	B1MA24	UPI001FEE53B1	
11275	UPI0018EC30C7	UPI001FEE53B1	
11276	A0A329YMU6	UPI001FEE53B1	
11277	A0A6L9U6L4	UPI001FEE53B1	
11278	UPI0018EDAE0F	UPI001FEE53B1	
11279	UPI001FDF95C6	UPI001FEE53B1	
11280	A0A4Y8RIV3	UPI001FEE53B1	
11281	UPI0007C71C8B	UPI001FEE53B1	
11282	UPI001FFF0A8C	UPI001FEE53B1	
11283	A0A151FG36	UPI001FEE53B1	
11284	UPI001C022387	UPI001FEE53B1	
11285	UPI002273015F	UPI001FEE53B1	
11286	A0A2W2C163	UPI001FEE53B1	
11287	A0A8F8IFP5	UPI001FEE53B1	
11288	A0A8F8NWW5	UPI001FEE53B1	
11289	A0A2W4DGM8	UPI001FEE53B1	
11290	UPI00115E587A	UPI001FEE53B1	
11291	UPI002073CB1F	UPI002073CB1F	
11292	UPI00203E01E4	UPI002073CB1F	
11293	UPI0022452B5B	UPI002073CB1F	
11294	UPI00203425D8	UPI002073CB1F	
11295	UPI00210E7051	UPI00210E7051	
11296	UPI0021509117	UPI0021509117	
11297	A0A4Q3CRA3	UPI0021509117	
11298	UPI000E31D05A	UPI0021509117	
11299	A0A2S1QVY9	UPI0021509117	
11300	A0A964RZB1	UPI0021509117	
11301	UPI002235F183	UPI0021509117	
11302	A0A1J5KD62	UPI0021509117	
11303	A0A2E6GW22	UPI0021509117	
11304	A0A2E7TQK8	UPI0021509117	
11305	A0A2E1W7P9	UPI0021509117	
11306	A0A2E0MGS0	UPI0021509117	
11307	A0A2E5RNK9	UPI0021509117	
11308	A0A926JUF6	UPI0021509117	
11309	A0A349PYH0	UPI0021509117	
11310	A0A2E2SPG6	UPI0021509117	
11311	UPI00048B47FD	UPI0021509117	
11312	A0A2G1VVX7	UPI0021509117	
11313	A0A2E5AJE6	UPI0021509117	
11314	A0A2E2UT50	UPI0021509117	
11315	A0A2E5CSP0	UPI0021509117	
11316	A0A5N5ZJ55	UPI0021509117	
11317	UPI001C5597DA	UPI0021509117	
11318	A0A2D9DBF7	UPI0021509117	
11319	A0A2E5GMR8	UPI0021509117	
11320	UPI001FFD93C3	UPI0021509117	
11321	A0A2G2JLE6	UPI0021509117	
11322	A0A3N0E6C9	UPI0021509117	
11323	UPI00222527F6	UPI0021509117	
11324	A0A2G2KB65	UPI0021509117	
11325	UPI001E505709	UPI0021509117	
11326	A0A3D4EJM8	UPI0021509117	
11327	A0A942LA13	UPI0021509117	
11328	UPI001CE08ADD	UPI0021509117	
11329	A0A329MZ24	UPI0021509117	
11330	UPI0004DF7EC9	UPI0021509117	
11331	A0A553CU83	UPI0021509117	
11332	A0A5M6CS30	UPI0021509117	
11333	UPI001D19457A	UPI0021509117	
11334	A0A2D8JLR8	UPI0021509117	
11335	A0A7G2TB16	UPI0021509117	
11336	UPI00168BFC0D	UPI0021509117	
11337	A0A7Z1X260	UPI0021509117	
11338	UPI001CE17E08	UPI0021509117	
11339	A0A0B8T2Q9	UPI0021509117	
11340	A0A2S9J8M7	UPI0021509117	
11341	A0A2S9JMF6	UPI0021509117	
11342	UPI00122FEC7E	UPI0021509117	
11343	A0A5D4HBX9	UPI0021509117	
11344	UPI00167B4F38	UPI0021509117	
11345	UPI00135BEC5D	UPI0021509117	
11346	UPI0018CB79A6	UPI0021509117	
11347	UPI001D117A24	UPI0021509117	
11348	A0A6M1NPR6	UPI0021509117	
11349	UPI001680F91F	UPI0021509117	
11350	UPI00168141A5	UPI0021509117	
11351	A0A4U0P3I9	UPI0021509117	
11352	UPI0015565A26	UPI0021509117	
11353	A0A4Q6XJX3	UPI0021509117	
11354	UPI001F32E700	UPI0021509117	
11355	UPI001F22BFFA	UPI0021509117	
11356	UPI0020921954	UPI0021509117	
11357	A0A8F9RIF6	UPI0021509117	
11358	A0A552UX17	UPI0021509117	
11359	A0A2E4PCG5	UPI0021509117	
11360	A0A345HBB7	UPI0021509117	
11361	UPI001CEF94D1	UPI0021509117	
11362	UPI001EDAA28B	UPI0021509117	
11363	UPI00227AB930	UPI0021509117	
11364	A0A936P530	UPI0021509117	
11365	A0A0B7IBB0	UPI0021509117	
11366	UPI001BB3AEC1	UPI0021509117	
11367	UPI001EDF31CD	UPI0021509117	
11368	UPI001BB445E7	UPI0021509117	
11369	F9YT25	UPI0021509117	
11370	UPI000D6DCD46	UPI0021509117	
11371	UPI0015627849	UPI0021509117	
11372	UPI000BB1962E	UPI0021509117	
11373	A0A250EYC3	UPI0021509117	
11374	A0A250G5G5	UPI0021509117	
11375	A0A0B7IM50	UPI0021509117	
11376	A0A2T2V977	UPI0021509117	
11377	A0A2M7DMC4	UPI0021509117	
11378	UPI000FDC00CC	UPI0021509117	
11379	A0A519KGD4	UPI0021509117	
11380	A0A2S0RJL0	UPI0021509117	
11381	A0A519K1F8	UPI0021509117	
11382	A0A2S1SFR2	UPI0021509117	
11383	UPI00140D0322	UPI0021509117	
11384	A0A553AJL1	UPI0021509117	
11385	A0A7Y8Y0E7	UPI0021509117	
11386	A0A255Z6T0	UPI0021509117	
11387	UPI00166DB89D	UPI0021509117	
11388	A0A257K271	UPI0021509117	
11389	A0A7K3MPX1	UPI0021509117	
11390	UPI001F38A628	UPI0021509117	
11391	A0A2W4VY87	UPI0021509117	
11392	UPI001BCF5665	UPI0021509117	
11393	A0A6N8HI81	UPI0021509117	
11394	A0A3P3WH16	UPI0021509117	
11395	A0A972FN37	UPI0021509117	
11396	UPI002224031A	UPI0021509117	
11397	UPI00182D808D	UPI0021509117	
11398	A0A2S1LLM8	UPI0021509117	
11399	UPI001FDEFC78	UPI0021509117	
11400	A0A4Q6DBA2	UPI0021509117	
11401	A0A924H2Y1	UPI0021509117	
11402	UPI001FDF4F78	UPI0021509117	
11403	A0A444WDB3	UPI0021509117	
11404	UPI001FDFD163	UPI0021509117	
11405	A0A3S3U2C3	UPI0021509117	
11406	A0A0Q5V4M4	UPI0021509117	
11407	A0A501QJA6	UPI0021509117	
11408	UPI001F188D0F	UPI0021509117	
11409	A0A5B9FPB0	UPI0021509117	
11410	A0A7J5AHQ8	UPI0021509117	
11411	A0A4P6YB56	UPI0021509117	
11412	A0A2U1JNT1	UPI0021509117	
11413	A0A6V6YWQ6	UPI0021509117	
11414	A0A2H3KBE6	UPI0021509117	
11415	A0A2W4V9A2	UPI0021509117	
11416	A0A432CR89	UPI0021509117	
11417	J1KTG4	UPI0021509117	
11418	UPI0009F4FA96	UPI0021509117	
11419	UPI00191E1E7C	UPI0021509117	
11420	UPI0021F77B1D	UPI0021509117	
11421	A0A0Q9A717	UPI0021509117	
11422	A0A2M8JFG7	UPI0021509117	
11423	A0A7L8UDZ3	UPI0021509117	
11424	UPI00222277F0	UPI0021509117	
11425	A0A2V4BL87	UPI0021509117	
11426	A0A366AYW6	UPI0021509117	
11427	A0A4Q1KVL7	UPI0021509117	
11428	A0A7H8WBW3	UPI0021509117	
11429	UPI000A005E9D	UPI0021509117	
11430	UPI00188A19A3	UPI0021509117	
11431	UPI00200F14E4	UPI0021509117	
11432	A0A0Q1BQE5	UPI0021509117	
11433	A0A168AKR0	UPI0021509117	
11434	A0A2N1G6H2	UPI0021509117	
11435	A0A2R7L5J5	UPI0021509117	
11436	A0A2V4C268	UPI0021509117	
11437	A0A502F5A1	UPI0021509117	
11438	A0A7K0F9B1	UPI0021509117	
11439	A0A7L4TGD7	UPI0021509117	
11440	UPI001421C961	UPI0021509117	
11441	UPI001E459316	UPI0021509117	
11442	A0A4R5FDU0	UPI0021509117	
11443	A0A6I4NQR2	UPI0021509117	
11444	UPI0018C948FD	UPI0021509117	
11445	UPI0018F4CF3A	UPI0021509117	
11446	UPI0021E49C9B	UPI0021509117	
11447	UPI0021F7A804	UPI0021509117	
11448	UPI0022231D6A	UPI0021509117	
11449	A0A0Q4SS87	UPI0021509117	
11450	A0A4R5FR48	UPI0021509117	
11451	A0A6M2C4K3	UPI0021509117	
11452	UPI0013D4D285	UPI0021509117	
11453	UPI00188AAB77	UPI0021509117	
11454	UPI001FAE5D1E	UPI0021509117	
11455	UPI00200BD1DD	UPI0021509117	
11456	A0A243SEZ9	UPI0021509117	
11457	UPI0013D4DFFA	UPI0021509117	
11458	UPI00140B0519	UPI0021509117	
11459	UPI00166E6868	UPI0021509117	
11460	UPI001E2AA9BB	UPI0021509117	
11461	UPI001E4361B9	UPI0021509117	
11462	UPI001E5422C2	UPI0021509117	
11463	UPI00201EE0FD	UPI0021509117	
11464	A0A6M8SD97	UPI0021509117	
11465	UPI00131C2843	UPI0021509117	
11466	A0A1S9A133	UPI0021509117	
11467	A0A244D813	UPI0021509117	
11468	UPI00082465E9	UPI0021509117	
11469	UPI0015B8CE49	UPI0021509117	
11470	UPI001EFD619D	UPI0021509117	
11471	UPI001F4466D2	UPI0021509117	
11472	A0A2M9TNT7	UPI0021509117	
11473	A0A4Q9Z9C9	UPI0021509117	
11474	UPI000DABA634	UPI0021509117	
11475	UPI00156D5A58	UPI0021509117	
11476	UPI0015FA129F	UPI0021509117	
11477	UPI00188B513A	UPI0021509117	
11478	UPI001C7DFDBA	UPI0021509117	
11479	UPI001FD98FA5	UPI0021509117	
11480	A0A1B9DTG4	UPI0021509117	
11481	A0A1D9P8V8	UPI0021509117	
11482	A0A7K1G0C8	UPI0021509117	
11483	UPI00054E77C6	UPI0021509117	
11484	UPI000DAC09B8	UPI0021509117	
11485	A0A117SCV3	UPI0021509117	
11486	A0A1B9E620	UPI0021509117	
11487	A0A363N1U7	UPI0021509117	
11488	A0A3D1KQH4	UPI0021509117	
11489	A0A6G7C9S3	UPI0021509117	
11490	UPI000B5BC9E7	UPI0021509117	
11491	UPI000DACA349	UPI0021509117	
11492	UPI001404DEAD	UPI0021509117	
11493	UPI0021E0AA99	UPI0021509117	
11494	A0A344LYI5	UPI0021509117	
11495	A0A354DAG5	UPI0021509117	
11496	A0A923N025	UPI0021509117	
11497	UPI0003FCCDCD	UPI0021509117	
11498	UPI000B5C0A44	UPI0021509117	
11499	UPI00165E95DE	UPI0021509117	
11500	UPI00188C0721	UPI0021509117	
11501	UPI00192B5A23	UPI0021509117	
11502	A0A2S1LB77	UPI0021509117	
11503	UPI0003180B4C	UPI0021509117	
11504	UPI001E2B0263	UPI0021509117	
11505	UPI001E3A9DE0	UPI0021509117	
11506	A0A1J7BV96	UPI0021509117	
11507	A0A1S1JA79	UPI0021509117	
11508	A0A5Q3QNB3	UPI0021509117	
11509	A0A6I3LZ02	UPI0021509117	
11510	A0A7Y3TIT6	UPI0021509117	
11511	UPI00046FE7CE	UPI0021509117	
11512	UPI00138A3F83	UPI0021509117	
11513	UPI00188C5B17	UPI0021509117	
11514	UPI001AE1E0C4	UPI0021509117	
11515	UPI001C5A61AC	UPI0021509117	
11516	UPI0022247A8A	UPI0021509117	
11517	A0A1V3R9C2	UPI0021509117	
11518	A0A6I3MQP4	UPI0021509117	
11519	A0A6V6YCG8	UPI0021509117	
11520	UPI00054F5F19	UPI0021509117	
11521	UPI0009ECAB78	UPI0021509117	
11522	UPI001CC138F9	UPI0021509117	
11523	UPI001F1C586A	UPI0021509117	
11524	UPI001F4524FF	UPI0021509117	
11525	A0A6V6YS95	UPI0021509117	
11526	A0A7Y3VXV3	UPI0021509117	
11527	UPI000A0541E7	UPI0021509117	
11528	UPI000F7B9A5B	UPI0021509117	
11529	UPI0018CC03C4	UPI0021509117	
11530	UPI001B3421C3	UPI0021509117	
11531	UPI001BD09732	UPI0021509117	
11532	UPI001C8E1F73	UPI0021509117	
11533	UPI001E5A6802	UPI0021509117	
11534	UPI0022277BF0	UPI0021509117	
11535	A0A2N2XLY7	UPI0021509117	
11536	UPI0009DE3963	UPI0021509117	
11537	UPI001593CE2E	UPI0021509117	
11538	UPI0018800522	UPI0021509117	
11539	UPI001E2B2A9C	UPI0021509117	
11540	UPI001E340C00	UPI0021509117	
11541	UPI0020A42A5F	UPI0021509117	
11542	UPI0022251D72	UPI0021509117	
11543	A0A0Q8N1Q2	UPI0021509117	
11544	A0A257KAI9	UPI0021509117	
11545	A0A2S5AC96	UPI0021509117	
11546	UPI0012FA5358	UPI0021509117	
11547	UPI0022251F32	UPI0021509117	
11548	UPI001B38051D	UPI0021509117	
11549	UPI001F263B26	UPI0021509117	
11550	A0A3G2GLQ4	UPI0021509117	
11551	A0A444W299	UPI0021509117	
11552	A0A519LSL8	UPI0021509117	
11553	A0A2S1YIE6	UPI0021509117	
11554	A0A2W7U144	UPI0021509117	
11555	A0A7C1N5X2	UPI0021509117	
11556	A0A8U0DRM7	UPI0021509117	
11557	UPI0018EC90CF	UPI0021509117	
11558	UPI001E3DBC09	UPI0021509117	
11559	UPI001E529FFD	UPI0021509117	
11560	A0A482TZ46	UPI0021509117	
11561	A0A941AX10	UPI0021509117	
11562	UPI00034DD1AC	UPI0021509117	
11563	UPI0022257100	UPI0021509117	
11564	UPI000DBE6D6E	UPI0021509117	
11565	UPI001657122A	UPI0021509117	
11566	A0A0Q7GIY3	UPI0021509117	
11567	A0A434A8N2	UPI0021509117	
11568	UPI001E2E9043	UPI0021509117	
11569	UPI001E3E3458	UPI0021509117	
11570	UPI001E5307F2	UPI0021509117	
11571	UPI0021B0F484	UPI0021509117	
11572	A0A4R5AZQ3	UPI0021509117	
11573	A0A519N3M1	UPI0021509117	
11574	UPI0013D7B789	UPI0021509117	
11575	UPI001CBFCD11	UPI0021509117	
11576	UPI0022259532	UPI0021509117	
11577	A0A4Q1FCC1	UPI0021509117	
11578	A0A553BTJ8	UPI0021509117	
11579	UPI00156F1A2C	UPI0021509117	
11580	UPI0016574ED7	UPI0021509117	
11581	UPI001BD1BC93	UPI0021509117	
11582	UPI001F2F822E	UPI0021509117	
11583	UPI0020C081B5	UPI0021509117	
11584	A0A1G0AJZ9	UPI0021509117	
11585	A0A226H727	UPI0021509117	
11586	A0A4Q1FG72	UPI0021509117	
11587	A0A4R5CI80	UPI0021509117	
11588	A0A519NIF7	UPI0021509117	
11589	A0A7K1WR26	UPI0021509117	
11590	UPI000BB33362	UPI0021509117	
11591	UPI0011840203	UPI0021509117	
11592	UPI00168AD60D	UPI0021509117	
11593	UPI001A92EB9C	UPI0021509117	
11594	A0A226I4Y3	UPI0021509117	
11595	A0A255ZJH9	UPI0021509117	
11596	A0A4R5CXR6	UPI0021509117	
11597	A0A553DZF8	UPI0021509117	
11598	A0A934PM71	UPI0021509117	
11599	UPI00202EB368	UPI0021509117	
11600	A0A124F545	UPI0021509117	
11601	A0A4R5D504	UPI0021509117	
11602	A0A553E393	UPI0021509117	
11603	UPI000BB369E5	UPI0021509117	
11604	UPI00105368EB	UPI0021509117	
11605	UPI001185359B	UPI0021509117	
11606	UPI00156F626D	UPI0021509117	
11607	UPI00166147AA	UPI0021509117	
11608	UPI002114BC5C	UPI0021509117	
11609	A0A1T1CMZ9	UPI0021509117	
11610	A0A2U1K3K0	UPI0021509117	
11611	A0A437KZP4	UPI0021509117	
11612	UPI00040A895F	UPI0021509117	
11613	UPI001074CB77	UPI0021509117	
11614	UPI0011ECC79E	UPI0021509117	
11615	UPI001E487861	UPI0021509117	
11616	UPI001E5119CD	UPI0021509117	
11617	A0A0Q0W2Z9	UPI0021509117	
11618	A0A227PIS5	UPI0021509117	
11619	A0A2U1R0V4	UPI0021509117	
11620	A0A432CHA0	UPI0021509117	
11621	UPI00164C4C92	UPI0021509117	
11622	UPI001F35B0B3	UPI0021509117	
11623	UPI0022228AA2	UPI0021509117	
11624	A0A4Q1KFC8	UPI0021509117	
11625	A0A4Z0L7Q7	UPI0021509117	
11626	A0A2E2W9I6	UPI0021509117	
11627	A0A6G6GM47	UPI0021509117	
11628	A0A3D4BEV1	UPI0021509117	
11629	A0A924LU92	UPI0021509117	
11630	UPI00106DC37F	UPI0021509117	
11631	A0A924D896	UPI0021509117	
11632	UPI000B8E2854	UPI0021509117	
11633	UPI000B8E7D0F	UPI0021509117	
11634	UPI000B8EE468	UPI0021509117	
11635	A0A1L8Z5I5	UPI0021509117	
11636	A0A924RK21	UPI0021509117	
11637	UPI0006187840	UPI0021509117	
11638	UPI0010694040	UPI0021509117	
11639	UPI00106ACA6B	UPI0021509117	
11640	A0A7Y2EK25	UPI0021509117	
11641	UPI002029E261	UPI0021509117	
11642	A0A4Q1K8Y8	UPI0021509117	
11643	UPI00202A62EB	UPI0021509117	
11644	A0A437UBC2	UPI0021509117	
11645	UPI0021646F18	UPI0021509117	
11646	A0A0X8BYW2	UPI0021509117	
11647	A0A246GAQ9	UPI0021509117	
11648	UPI0022255907	UPI0021509117	
11649	A0A246GLA6	UPI0021509117	
11650	UPI00145A59F9	UPI0021509117	
11651	UPI0011077319	UPI0021509117	
11652	A0A365P5A9	UPI0021509117	
11653	UPI001F13476C	UPI0021509117	
11654	UPI002225414B	UPI0021509117	
11655	A0A5C7Z769	UPI0021509117	
11656	UPI001E61861E	UPI0021509117	
11657	A0A942NEI4	UPI0021509117	
11658	UPI00103231A9	UPI0021509117	
11659	A0A7K0BFI0	UPI0021509117	
11660	UPI002090817C	UPI0021509117	
11661	A0A1Q3RZQ8	UPI0021509117	
11662	A0A653PUG7	UPI0021509117	
11663	UPI0015ABD8C4	UPI0021509117	
11664	UPI00140AD5B4	UPI0021509117	
11665	UPI0021158448	UPI0021509117	
11666	UPI0020A0FE62	UPI0021509117	
11667	UPI00221F0906	UPI0021509117	
11668	UPI001D16FB23	UPI0021509117	
11669	A0A2M9R3D3	UPI0021509117	
11670	UPI000A78E969	UPI0021509117	
11671	UPI001396B58C	UPI0021509117	
11672	A0A352RA79	UPI0021509117	
11673	UPI001F22BCF6	UPI0021509117	
11674	UPI001E33D020	UPI0021509117	
11675	A0A431J065	UPI0021509117	
11676	UPI001F3A1329	UPI0021509117	
11677	UPI0021CB932A	UPI0021509117	
11678	A0A8T9JPU9	UPI0021509117	
11679	A0A951J699	UPI0021509117	
11680	UPI001FB6C5B0	UPI0021509117	
11681	A0A4S3ZUV0	UPI0021509117	
11682	A0A5C7YZA4	UPI0021509117	
11683	A0A5N7ZG17	UPI0021509117	
11684	A0A2E3F126	UPI0021509117	
11685	A0A2E4PMU4	UPI0021509117	
11686	UPI001409A7D5	UPI0021509117	
11687	UPI002029C57C	UPI0021509117	
11688	UPI002221E4BF	UPI0021509117	
11689	A0A6I4ISR3	UPI0021509117	
11690	A0A1G0BX55	UPI0021509117	
11691	A0A2S7KRP5	UPI0021509117	
11692	UPI001C5E1C1F	UPI0021509117	
11693	A0A2D9N8Q5	UPI0021509117	
11694	UPI00222E6BA2	UPI0021509117	
11695	UPI001A8DE9DE	UPI0021509117	
11696	UPI000288209E	UPI0021509117	
11697	UPI000248FD51	UPI0021509117	
11698	A0A930UEI7	UPI0021509117	
11699	UPI0011BDD186	UPI0021509117	
11700	UPI001CCEE0A9	UPI0021509117	
11701	A0A2I0D4F8	UPI0021509117	
11702	A0A967E7H6	UPI0021509117	
11703	A0A2A4Q9W6	UPI0021509117	
11704	A0A7C7G922	UPI0021509117	
11705	A0A6I4I2L1	UPI0021509117	
11706	UPI00166BDA62	UPI0021509117	
11707	A0A507ZV80	UPI0021509117	
11708	A0A426JKB5	UPI0021509117	
11709	A0A5C8L5B4	UPI0021509117	
11710	A0A4V6XY98	UPI0021509117	
11711	A0A975FRX2	UPI0021509117	
11712	A0A2W1K9H0	UPI0021509117	
11713	UPI000EF562B4	UPI0021509117	
11714	A0A944AYB4	UPI0021509117	
11715	A0A6B3QXM5	UPI0021509117	
11716	UPI001CC90618	UPI0021509117	
11717	UPI001CC9497B	UPI0021509117	
11718	UPI00037BE596	UPI0021509117	
11719	UPI001CCAB262	UPI0021509117	
11720	UPI001CCB00B4	UPI0021509117	
11721	UPI00224AE0D2	UPI00224AE0D2	
11722	UPI00227E2F7B	UPI00227E2F7B	
11723	A0A068NF23	A0A068NF23	A0A068NF23
11724	A0A0J7GPN7	A0A068NF23	A0A068NF23
11725	V5MJV7	A0A068NF23	A0A068NF23
11726	A0A0P8W6A2	A0A0P8W6A2	A0A0P8W6A2
11727	A0A4R1LXI4	A0A4R1LXI4	A0A4R1LXI4
11728	A0A4R8WFT0	A0A4R8WFT0	A0A7C1D5R2
11729	A0A3Q9UVR7	A0A4R8WFT0	A0A7C1D5R2
11730	UPI002175B85D	A0A4R8WFT0	A0A7C1D5R2
11731	UPI0013579F2B	A0A4R8WFT0	A0A7C1D5R2
11732	UPI001FB25823	A0A4R8WFT0	A0A7C1D5R2
11733	UPI000CE80633	A0A4R8WFT0	A0A7C1D5R2
11734	UPI00132E8136	A0A4R8WFT0	A0A7C1D5R2
11735	UPI000CE8104E	A0A4R8WFT0	A0A7C1D5R2
11736	UPI000CE8186C	A0A4R8WFT0	A0A7C1D5R2
11737	UPI000CE8249C	A0A4R8WFT0	A0A7C1D5R2
11738	UPI0006FE55C3	A0A4R8WFT0	A0A7C1D5R2
11739	UPI000CE83293	A0A4R8WFT0	A0A7C1D5R2
11740	UPI001E3CA5FC	A0A4R8WFT0	A0A7C1D5R2
11741	A0A2S5XG66	A0A4R8WFT0	A0A7C1D5R2
11742	UPI000CE850DF	A0A4R8WFT0	A0A7C1D5R2
11743	UPI000CE85235	A0A4R8WFT0	A0A7C1D5R2
11744	UPI0008DC79E6	A0A4R8WFT0	A0A7C1D5R2
