mmseqs_cluster	unclustered
DL-endopeptidase_UniRef100_A0A174DPP8|687|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A174DPP8|687|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A174DPP8|687|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A1C6DZ40|669|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174DPP8|687|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A1C6FHR0|687|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174DPP8|687|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A173RM29|675|g__Anaerostipes.s__Anaerostipes_species
DL-endopeptidase_UniRef100_A0A174DPP8|687|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A174TPR8|675|g__Fusicatenibacter.s__Fusicatenibacter_species
DL-endopeptidase_UniRef100_A0A174DPP8|687|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A173UKT6|669|g__Anaerostipes.s__Anaerostipes_species
DL-endopeptidase_UniRef100_A0A174DPP8|687|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A6N2QZH2|675|g__Anaerostipes.s__Anaerostipes_species
DL-endopeptidase_UniRef100_A0A174DPP8|687|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A174C4S4|669|g__Anaerostipes.s__Anaerostipes_species
DL-endopeptidase_UniRef100_A0A174DPP8|687|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A174FMR5|669|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A1G4G4Z7|1095|g__Petrimonas.s__Petrimonas_species	DL-endopeptidase_UniRef100_A0A1G4G4Z7|1095|g__Petrimonas.s__Petrimonas_species
DL-endopeptidase_UniRef100_A0A2H6EYC2|1134|g__Bacteria.s__Bacteria_species	DL-endopeptidase_UniRef100_A0A2H6EYC2|1134|g__Bacteria.s__Bacteria_species
DL-endopeptidase_UniRef100_R6BGB2|1320|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_R6BGB2|1320|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_R6BGB2|1320|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_R5AAF1|1287|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A1I5ZX75|1572|g__Psychrobacillus.s__Psychrobacillus_species	DL-endopeptidase_UniRef100_A0A1I5ZX75|1572|g__Psychrobacillus.s__Psychrobacillus_species
DL-endopeptidase_UniRef100_A0A2V2YMD5|1608|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A2V2YMD5|1608|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A2V2YMD5|1608|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A3D9HQH5|1485|g__Cohnella.s__Cohnella_species
DL-endopeptidase_UniRef100_A0A949RNE6|828|g__Bryobacteraceae.s__Bryobacteraceae_species	DL-endopeptidase_UniRef100_A0A949RNE6|828|g__Bryobacteraceae.s__Bryobacteraceae_species
DL-endopeptidase_UniRef100_A0A1S8L7Q9|1509|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_A0A1S8L7Q9|1509|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A239ZEX4|819|g__Veillonella.s__Veillonella_species	DL-endopeptidase_UniRef100_A0A239ZEX4|819|g__Veillonella.s__Veillonella_species
DL-endopeptidase_UniRef100_A0A239ZEX4|819|g__Veillonella.s__Veillonella_species	DL-endopeptidase_UniRef100_A0A133S199|792|g__Bacteria.s__Bacteria_species
DL-endopeptidase_UniRef100_A0A239ZEX4|819|g__Veillonella.s__Veillonella_species	DL-endopeptidase_UniRef100_A0A6N3BQL0|792|g__Veillonella.s__Veillonella_species
DL-endopeptidase_UniRef100_A0A916KA10|849|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A916KA10|849|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species	DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species
DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species	DL-endopeptidase_UniRef100_A0A285URD1|930|g__Ureibacillus.s__Ureibacillus_species
DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species	DL-endopeptidase_UniRef100_A0A4R2BL39|1002|g__Mesobacillus.s__Mesobacillus_species
DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species	DL-endopeptidase_UniRef100_U5L9M4|987|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species	DL-endopeptidase_UniRef100_A0A562JCA3|996|g__Cytobacillus.s__Cytobacillus_species
DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species	DL-endopeptidase_UniRef100_A0A366JQH0|990|g__Cytobacillus.s__Cytobacillus_species
DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species	DL-endopeptidase_UniRef100_A0A1H8EXS6|963|g__Mesobacillus.s__Mesobacillus_species
DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species	DL-endopeptidase_UniRef100_A0A8J2ZPT7|1074|g__Compostibacillus.s__Compostibacillus_species
DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species	DL-endopeptidase_UniRef100_A0A4R3NA36|900|g__Melghiribacillus.s__Melghiribacillus_species
DL-endopeptidase_UniRef100_A0A285TJT8|1122|g__Ureibacillus.s__Ureibacillus_species	DL-endopeptidase_UniRef100_A0A0B0IHH8|945|g__Alkalihalobacillus.s__Alkalihalobacillus_species
DL-endopeptidase_UniRef100_A0A6M2A7B7|522|g__Chlamydiae.s__Chlamydiae_species	DL-endopeptidase_UniRef100_A0A6M2A7B7|522|g__Chlamydiae.s__Chlamydiae_species
DL-endopeptidase_UniRef100_A0A916HNI5|816|g__Anaerolineae.s__Anaerolineae_species	DL-endopeptidase_UniRef100_A0A916HNI5|816|g__Anaerolineae.s__Anaerolineae_species
DL-endopeptidase_UniRef100_A0A2K9NEV4|1212|g__Niveispirillum.s__Niveispirillum_species	DL-endopeptidase_UniRef100_A0A2K9NEV4|1212|g__Niveispirillum.s__Niveispirillum_species
DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A151G438|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A837NKK7|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A2S1T6S5|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A199QI91|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A2S9VHJ2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A2S9VHR4|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A3M6KJ44|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A8D4N9Q9|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A4Q9Y2B2|729|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A3R8KZD9|726|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A163ZA77|738|g__Synechococcus.s__Synechococcus_species	DL-endopeptidase_UniRef100_A0A163ZA77|738|g__Synechococcus.s__Synechococcus_species
DL-endopeptidase_UniRef100_A0A1C5NTX1|1641|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C5NTX1|1641|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5NTX1|1641|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C6CM46|1641|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5NTX1|1641|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A6N3HJC1|1623|g__Hungatella.s__Hungatella_species
DL-endopeptidase_UniRef100_A0A1C5NTX1|1641|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A0F0CGA5|1623|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C6A4C0|1494|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C6A4C0|1494|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C6A4C0|1494|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A0F0CJY0|1488|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C6A4C0|1494|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A6N2TU31|1470|g__Enterocloster.s__Enterocloster_species
DL-endopeptidase_UniRef100_A0A1V5CDR4|930|g__Syntrophorhabdaceae.s__Syntrophorhabdaceae_species	DL-endopeptidase_UniRef100_A0A1V5CDR4|930|g__Syntrophorhabdaceae.s__Syntrophorhabdaceae_species
DL-endopeptidase_UniRef100_A0A6N2VVZ6|1035|g__Tyzzerella.s__Tyzzerella_species	DL-endopeptidase_UniRef100_A0A6N2VVZ6|1035|g__Tyzzerella.s__Tyzzerella_species
DL-endopeptidase_UniRef100_A0A837EFI4|1128|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A837EFI4|1128|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A837EFI4|1128|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A498TVJ0|1122|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A837EFI4|1128|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A5C0WLA1|1122|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A837EFI4|1128|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A1K2BB55|1119|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A837EFI4|1128|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_M5QZR4|1122|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A837EFI4|1128|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_K2NAB6|1122|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A1E3KYI8|1041|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A1E3KYI8|1041|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A2C9D077|891|g__Hartmannibacter.s__Hartmannibacter_species	DL-endopeptidase_UniRef100_A0A2C9D077|891|g__Hartmannibacter.s__Hartmannibacter_species
DL-endopeptidase_UniRef100_A0A2C9D077|891|g__Hartmannibacter.s__Hartmannibacter_species	DL-endopeptidase_UniRef100_A0A1E3H7T8|795|g__Methylobrevis.s__Methylobrevis_species
DL-endopeptidase_UniRef100_A0A2C9D077|891|g__Hartmannibacter.s__Hartmannibacter_species	DL-endopeptidase_UniRef100_A0A0M6Y3I1|870|g__Roseibium.s__Roseibium_species
DL-endopeptidase_UniRef100_A0A2C9D077|891|g__Hartmannibacter.s__Hartmannibacter_species	DL-endopeptidase_UniRef100_A0A0M6ZUG8|864|g__Roseibium.s__Roseibium_species
DL-endopeptidase_UniRef100_A0A2T0BMT3|663|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_A0A2T0BMT3|663|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A2T0BMT3|663|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_A0A8S0YF99|504|g__Clostridiaceae.s__Clostridiaceae_species
DL-endopeptidase_UniRef100_A0A2T0BMT3|663|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_A0A151AKQ8|348|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_K1KPT3|1176|g__Solibacillus.s__Solibacillus_species	DL-endopeptidase_UniRef100_K1KPT3|1176|g__Solibacillus.s__Solibacillus_species
DL-endopeptidase_UniRef100_W4QUP1|1044|g__Alkalihalobacillus.s__Alkalihalobacillus_species	DL-endopeptidase_UniRef100_W4QUP1|1044|g__Alkalihalobacillus.s__Alkalihalobacillus_species
DL-endopeptidase_UniRef100_A0A7U9MPR8|1362|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9MPR8|1362|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A7U9MPR8|1362|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A1C5PT26|1329|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A7U9MPR8|1362|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9MW06|1221|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A940ZKM3|342|g__Deltaproteobacteria.s__Deltaproteobacteria_species	DL-endopeptidase_UniRef100_A0A940ZKM3|342|g__Deltaproteobacteria.s__Deltaproteobacteria_species
DL-endopeptidase_UniRef100_A0A348ANV7|666|g__Methylomusa.s__Methylomusa_species	DL-endopeptidase_UniRef100_A0A348ANV7|666|g__Methylomusa.s__Methylomusa_species
DL-endopeptidase_UniRef100_A0A348ANV7|666|g__Methylomusa.s__Methylomusa_species	DL-endopeptidase_UniRef100_A0A259UA47|666|g__Sporomusa.s__Sporomusa_species
DL-endopeptidase_UniRef100_A0A348ANV7|666|g__Methylomusa.s__Methylomusa_species	DL-endopeptidase_UniRef100_A0A212LTD2|666|g__Sporomusa.s__Sporomusa_species
DL-endopeptidase_UniRef100_A0A348ANV7|666|g__Methylomusa.s__Methylomusa_species	DL-endopeptidase_UniRef100_A0A259UKL0|666|g__Sporomusa.s__Sporomusa_species
DL-endopeptidase_UniRef100_A0A348ANV7|666|g__Methylomusa.s__Methylomusa_species	DL-endopeptidase_UniRef100_A0A239TQ27|660|g__Megamonas.s__Megamonas_species
DL-endopeptidase_UniRef100_A0A348ANV7|666|g__Methylomusa.s__Methylomusa_species	DL-endopeptidase_UniRef100_A0A173WBD2|663|g__Mitsuokella.s__Mitsuokella_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A7Z1B5S4|1281|g__Bacillaceae.s__Bacillaceae_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_M5NZY7|1245|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A1C3SKD6|1245|g__Bacillaceae.s__Bacillaceae_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A0D1KRP9|696|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A8B5YHC2|1281|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_Q0KG20|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001BDB9821|1275|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A8G0TN23|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0004649A92|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0009F7343A|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001293C30E|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022807482|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A8G0WK54|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0004679F71|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000ACC93C1|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00137484FB|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002280A9D8|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A6A8FPK7|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000493F016|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000B3E49FD|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0013783F42|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002280E66F|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0004946308|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000B42DF4B|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0013BA2BEA|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022814A49|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A6H0WSD3|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00049F76D6|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000B443AAC|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0013D00892|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022815E9D|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A6H2JVI1|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0004CFD86E|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000B52EECE|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0013D16301|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022818CAC|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000516E55C|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000BA8553F|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00178CAB6D|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022820454|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00056F566C|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000C77A590|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022820F59|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000589D2F9|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000C9EEC13|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001BDB9C6D|1275|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022821518|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0005974F89|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000CD09DF8|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001BDBA3BA|1275|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022826123|1239|g__unclassified.s__unclassified_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00059DF5E3|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6C1VQR4|1281|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000CDA6085|1239|g__Bacillus.s__Bacillus_species
